label_id,n_models,mean_acc_s1,mean_acc_s16,mean_rel_drop,mean_abs_drop,std_rel_drop,sensitivity,dataset
0,8,0.65,0.28125,0.36874999999999997,0.36874999999999997,0.3058214932183245,Low,autsl
1,8,0.743421052631579,0.17763157894736842,0.5657894736842105,0.5657894736842105,0.3277798830937942,Moderate,autsl
2,8,0.7625,0.25625,0.50625,0.50625,0.44032252789452936,Moderate,autsl
3,8,0.6710526315789473,0.14473684210526316,0.5263157894736842,0.5263157894736842,0.29505890030599374,Moderate,autsl
4,8,0.6,0.25625,0.34375,0.34375,0.3489141318842954,Low,autsl
5,8,0.7375,0.1625,0.575,0.575,0.35556795613296116,High,autsl
6,8,0.2980769230769231,0.125,0.17307692307692307,0.17307692307692307,0.20864656644008267,Low,autsl
7,8,0.49375,0.08125,0.4125,0.4125,0.3090885217631258,Low,autsl
8,8,0.5375,0.1,0.4375,0.4375,0.31819805153394637,Low,autsl
9,8,0.5657894736842105,0.05263157894736842,0.5131578947368421,0.5131578947368421,0.3325739933022026,Moderate,autsl
10,8,0.6052631578947368,0.13157894736842105,0.4736842105263158,0.4736842105263158,0.2896445155527552,Moderate,autsl
11,8,0.79375,0.13125,0.6625,0.6625,0.37297069973007646,High,autsl
12,8,0.5657894736842105,0.07236842105263158,0.4934210526315789,0.4934210526315789,0.2949750648446322,Moderate,autsl
13,8,0.6,0.056249999999999994,0.54375,0.54375,0.33320682123012685,Moderate,autsl
14,8,0.65625,0.175,0.48125,0.48125,0.31160586368955623,Moderate,autsl
15,8,0.7625,0.13125,0.63125,0.63125,0.3358757210636101,High,autsl
16,8,0.43125,0.2875,0.14375,0.14375,0.3098818899424194,Low,autsl
17,8,0.6319444444444444,0.09722222222222222,0.5347222222222222,0.5347222222222222,0.31277545179433425,Moderate,autsl
18,8,0.5882352941176471,0.2867647058823529,0.3014705882352941,0.3014705882352941,0.24240820941154964,Low,autsl
19,8,0.6644736842105263,0.13157894736842105,0.5328947368421053,0.5328947368421053,0.3640313132032479,Moderate,autsl
20,8,0.6907894736842105,0.18421052631578946,0.506578947368421,0.506578947368421,0.2812396944425071,Moderate,autsl
21,8,0.7828947368421052,0.15789473684210525,0.625,0.625,0.3830991238079847,High,autsl
22,8,0.38125,0.025,0.35625,0.35625,0.2624574795494093,Low,autsl
23,8,0.5875,0.08125,0.50625,0.50625,0.3468609231377902,Moderate,autsl
24,8,0.5526315789473684,0.11842105263157895,0.4342105263157895,0.4342105263157895,0.24159803027157337,Low,autsl
25,8,0.73125,0.25625,0.475,0.475,0.26859422395661664,Moderate,autsl
26,8,0.8092105263157895,0.13157894736842105,0.6776315789473684,0.6776315789473684,0.40810690577028474,High,autsl
27,8,0.76875,0.05625,0.7125,0.7125,0.3710506318935078,High,autsl
28,8,0.61875,0.18125,0.4375,0.4375,0.4223657859520077,Low,autsl
29,8,0.6875,0.21875,0.46875,0.46875,0.3544991436620727,Moderate,autsl
30,8,0.78125,0.3875,0.39375,0.39375,0.27572955176093417,Low,autsl
31,8,0.7125,0.125,0.5875,0.5875,0.38706773124535776,High,autsl
32,8,0.70625,0.2,0.5062500000000001,0.5062500000000001,0.2704988777373076,Moderate,autsl
33,8,0.78125,0.15000000000000002,0.63125,0.63125,0.344277193136992,High,autsl
34,8,0.6125,0.08125,0.53125,0.53125,0.4070253589853375,Moderate,autsl
35,8,0.7875,0.1625,0.625,0.625,0.43588989435406733,High,autsl
36,8,0.7039473684210527,0.23684210526315788,0.46710526315789475,0.46710526315789475,0.2875018280769809,Moderate,autsl
37,8,0.475,0.1,0.375,0.375,0.2853569193634026,Low,autsl
38,8,0.79375,0.09375,0.7,0.7,0.4183300132670378,High,autsl
39,8,0.66875,0.26875,0.4,0.4,0.3011881234615431,Low,autsl
40,8,0.65625,0.08125,0.575,0.575,0.3401680257083045,High,autsl
41,8,0.69375,0.2125,0.48124999999999996,0.48124999999999996,0.3534902504212204,Moderate,autsl
42,8,0.775,0.55,0.22499999999999998,0.22499999999999998,0.20873770280289228,Low,autsl
43,8,0.7375,0.1,0.6375,0.6375,0.3335416016031583,High,autsl
44,8,0.743421052631579,0.11842105263157894,0.625,0.625,0.37789903028117905,High,autsl
45,8,0.725,0.08125,0.6437499999999999,0.6437499999999999,0.37743258622283415,High,autsl
46,8,0.64375,0.1,0.54375,0.54375,0.2883914750077451,Moderate,autsl
47,8,0.50625,0.10625,0.39999999999999997,0.39999999999999997,0.24348657927227585,Low,autsl
48,8,0.56875,0.14375,0.42500000000000004,0.42500000000000004,0.284102597162162,Low,autsl
49,8,0.5986842105263158,0.08552631578947367,0.5131578947368421,0.5131578947368421,0.31921698820080874,Moderate,autsl
50,8,0.8125,0.25625,0.55625,0.55625,0.33320682123012685,Moderate,autsl
51,8,0.3125,0.013888888888888888,0.2986111111111111,0.2986111111111111,0.2638366698542649,Low,autsl
52,8,0.7222222222222222,0.09722222222222222,0.625,0.625,0.3024736349231667,High,autsl
53,8,0.73125,0.15,0.5812499999999999,0.5812499999999999,0.3217557858287644,High,autsl
54,8,0.66875,0.1125,0.55625,0.55625,0.3745831015942925,Moderate,autsl
55,8,0.6118421052631579,0.3157894736842105,0.29605263157894735,0.29605263157894735,0.23527047473105103,Low,autsl
56,8,0.8355263157894737,0.28289473684210525,0.5526315789473684,0.5526315789473684,0.45012419690513583,Moderate,autsl
57,8,0.83125,0.18125,0.65,0.65,0.41057451037714043,High,autsl
58,8,0.5703125,0.1171875,0.453125,0.453125,0.3483859466986906,Low,autsl
59,8,0.5902777777777778,0.06944444444444445,0.5208333333333334,0.5208333333333334,0.26715811196765754,Moderate,autsl
60,8,0.7875,0.125,0.6625,0.6625,0.2948970764763288,High,autsl
61,8,0.5657894736842105,0.1381578947368421,0.4276315789473684,0.4276315789473684,0.2902416334325624,Low,autsl
62,8,0.4473684210526316,0.05921052631578947,0.3881578947368421,0.3881578947368421,0.24190495145855573,Low,autsl
63,8,0.7368421052631579,0.19736842105263158,0.5394736842105263,0.5394736842105263,0.3129572238837205,Moderate,autsl
64,8,0.74375,0.39375,0.35000000000000003,0.35000000000000003,0.27386127875258304,Low,autsl
65,8,0.56875,0.11875000000000001,0.45,0.45,0.2853569193634026,Low,autsl
66,8,0.60625,0.20625,0.4,0.4,0.23452078799117146,Low,autsl
67,8,0.525,0.1625,0.3625,0.3625,0.26152028055746873,Low,autsl
68,8,0.5833333333333334,0.2013888888888889,0.3819444444444444,0.3819444444444444,0.3005543085970084,Low,autsl
