label_id,n_models,mean_acc_s1,mean_acc_s16,mean_rel_drop,mean_abs_drop,std_rel_drop,sensitivity,dataset
0,8,0.73125,0.3375,0.39375,0.39375,0.242660109147401,High,epic_kitchens
1,8,0.46875,0.475,-0.006249999999999992,-0.006249999999999992,0.1208230701716948,Low,epic_kitchens
2,8,0.7375,0.58125,0.15625,0.15625,0.1821253492986159,High,epic_kitchens
3,8,0.6875,0.23125,0.45625,0.45625,0.2111828929760038,High,epic_kitchens
4,8,0.3625,0.15,0.2125,0.2125,0.083452296039628,High,epic_kitchens
5,8,0.30625,0.26875,0.03749999999999999,0.03749999999999999,0.14820352800890307,Moderate,epic_kitchens
6,8,0.61875,0.4875,0.13124999999999998,0.13124999999999998,0.10329396331413979,High,epic_kitchens
7,8,0.53125,0.43125,0.09999999999999998,0.09999999999999998,0.06546536707079774,High,epic_kitchens
8,8,0.65625,0.39375,0.2625,0.2625,0.25319388392523,High,epic_kitchens
9,8,0.5375,0.45,0.08750000000000001,0.08750000000000001,0.14577379737113252,High,epic_kitchens
10,8,0.675,0.64375,0.031250000000000014,0.031250000000000014,0.03720119045714225,Moderate,epic_kitchens
11,8,0.05625,0.018750000000000003,0.0375,0.0375,0.05175491695067656,Moderate,epic_kitchens
12,8,0.06875,0.018750000000000003,0.05,0.05,0.05345224838248488,Moderate,epic_kitchens
13,8,0.51875,0.31875000000000003,0.2,0.2,0.11019463300386793,High,epic_kitchens
14,8,0.6125,0.43125,0.18125000000000002,0.18125000000000002,0.11630471062809844,High,epic_kitchens
15,8,0.33125,0.19375,0.1375,0.1375,0.09543135154205279,High,epic_kitchens
16,8,0.48750000000000004,0.23125,0.25625000000000003,0.25625000000000003,0.13211872366495653,High,epic_kitchens
17,8,0.15,0.09375,0.05625,0.05625,0.1050085030570654,Moderate,epic_kitchens
18,8,0.2625,0.1,0.1625,0.1625,0.1457737973711325,High,epic_kitchens
19,8,0.575,0.54375,0.031249999999999986,0.031249999999999986,0.06512350903146596,Moderate,epic_kitchens
