label_id,n_models,mean_acc_s1,mean_acc_s16,mean_rel_drop,mean_abs_drop,std_rel_drop,sensitivity,dataset
0,8,0.40384615384615385,0.09615384615384616,0.3076923076923077,0.3076923076923077,0.2600474629933897,High,driveact
1,8,0.90625,0.28125,0.625,0.625,0.3535533905932738,High,driveact
2,8,1.0,0.625,0.375,0.375,0.4008918628686366,High,driveact
3,8,0.19642857142857142,0.03571428571428571,0.1607142857142857,0.1607142857142857,0.20824828195876072,Moderate,driveact
4,8,0.6125,0.325,0.2875,0.2875,0.21998376563477848,Moderate,driveact
5,8,0.9,0.63125,0.26875,0.26875,0.15569544446955227,Moderate,driveact
6,8,0.8,0.45,0.35000000000000003,0.35000000000000003,0.35050983275386566,High,driveact
7,8,0.9464285714285714,0.625,0.32142857142857145,0.32142857142857145,0.19839002137983244,High,driveact
8,8,0.8557692307692308,0.22115384615384615,0.6346153846153847,0.6346153846153847,0.25923354092495493,High,driveact
9,8,0.5625,0.3,0.2625,0.2625,0.21001700611413077,Moderate,driveact
10,8,0.8125,0.75625,0.056249999999999994,0.056249999999999994,0.13741880719693564,Low,driveact
11,8,0.20454545454545453,0.06818181818181818,0.13636363636363635,0.13636363636363635,0.1086571463031267,Low,driveact
13,8,0.3055555555555556,0.14583333333333334,0.1597222222222222,0.1597222222222222,0.24386204068153278,Moderate,driveact
14,8,0.7291666666666666,0.3125,0.4166666666666667,0.4166666666666667,0.3450327796711771,High,driveact
15,8,1.0,0.75,0.25,0.25,0.1889822365046136,Moderate,driveact
16,8,0.28409090909090906,0.06818181818181818,0.2159090909090909,0.2159090909090909,0.067638528103895,Moderate,driveact
17,8,0.61875,0.2625,0.35625,0.35625,0.33105621016032044,High,driveact
18,8,0.15000000000000002,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.1832250762625809,Low,driveact
19,8,0.99375,0.9875,0.0062500000000000056,0.0062500000000000056,0.017677669529663705,Low,driveact
20,8,0.0,0.0,0.0,0.0,0.0,Low,driveact
21,8,0.6875,0.09375,0.59375,0.59375,0.25416178761905633,High,driveact
22,8,0.6416666666666666,0.20833333333333334,0.43333333333333335,0.43333333333333335,0.22817425810877984,High,driveact
23,8,0.91875,0.94375,-0.024999999999999994,-0.024999999999999994,0.07071067811865477,Low,driveact
24,8,1.0,0.9875,0.012500000000000011,0.012500000000000011,0.023145502494313807,Low,driveact
25,8,0.875,0.85,0.02499999999999998,0.02499999999999998,0.12247448713915894,Low,driveact
26,8,0.125,0.0,0.125,0.125,0.3535533905932738,Low,driveact
27,8,0.23750000000000002,0.04375,0.19375,0.19375,0.13211872366495653,Moderate,driveact
28,8,0.39285714285714285,0.125,0.26785714285714285,0.26785714285714285,0.2011265647390513,Moderate,driveact
29,8,0.59375,0.3625,0.23124999999999998,0.23124999999999998,0.24919513294949056,Moderate,driveact
30,8,0.5694444444444444,0.09722222222222221,0.4722222222222222,0.4722222222222222,0.19472768486325867,High,driveact
31,8,1.0,0.85625,0.14375,0.14375,0.23669977970899278,Moderate,driveact
32,8,0.7875,0.68125,0.10624999999999998,0.10624999999999998,0.0942545944314046,Low,driveact
33,8,0.66875,0.61875,0.05000000000000002,0.05000000000000002,0.09258200997725514,Low,driveact
