config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.3156862745098039,1020,8.0,timesformer,epic_kitchens,covstride,8
cov100_s16,0.29901960784313725,1020,5.824509803921568,timesformer,epic_kitchens,covstride,8
cov100_s2,0.31862745098039214,1020,7.993137254901961,timesformer,epic_kitchens,covstride,8
cov100_s4,0.31470588235294117,1020,7.896078431372549,timesformer,epic_kitchens,covstride,8
cov100_s8,0.3137254901960784,1020,7.227450980392157,timesformer,epic_kitchens,covstride,8
cov10_s1,0.14901960784313725,1020,6.626470588235295,timesformer,epic_kitchens,covstride,8
cov10_s16,0.10784313725490197,1020,1.611764705882353,timesformer,epic_kitchens,covstride,8
cov10_s2,0.15098039215686274,1020,5.1647058823529415,timesformer,epic_kitchens,covstride,8
cov10_s4,0.14411764705882352,1020,3.615686274509804,timesformer,epic_kitchens,covstride,8
cov10_s8,0.12352941176470589,1020,2.3784313725490196,timesformer,epic_kitchens,covstride,8
cov25_s1,0.21666666666666667,1020,7.8656862745098035,timesformer,epic_kitchens,covstride,8
cov25_s16,0.15980392156862744,1020,2.753921568627451,timesformer,epic_kitchens,covstride,8
cov25_s2,0.22058823529411764,1020,7.13921568627451,timesformer,epic_kitchens,covstride,8
cov25_s4,0.21372549019607842,1020,5.7519607843137255,timesformer,epic_kitchens,covstride,8
cov25_s8,0.19509803921568628,1020,4.155882352941177,timesformer,epic_kitchens,covstride,8
cov50_s1,0.28823529411764703,1020,7.991176470588235,timesformer,epic_kitchens,covstride,8
cov50_s16,0.25,1020,4.181372549019608,timesformer,epic_kitchens,covstride,8
cov50_s2,0.2901960784313726,1020,7.872549019607843,timesformer,epic_kitchens,covstride,8
cov50_s4,0.28137254901960784,1020,7.182352941176471,timesformer,epic_kitchens,covstride,8
cov50_s8,0.27941176470588236,1020,5.794117647058823,timesformer,epic_kitchens,covstride,8
cov75_s1,0.3156862745098039,1020,8.0,timesformer,epic_kitchens,covstride,8
cov75_s16,0.28627450980392155,1020,5.174509803921569,timesformer,epic_kitchens,covstride,8
cov75_s2,0.31862745098039214,1020,7.972549019607843,timesformer,epic_kitchens,covstride,8
cov75_s4,0.31176470588235294,1020,7.697058823529412,timesformer,epic_kitchens,covstride,8
cov75_s8,0.29411764705882354,1020,6.67843137254902,timesformer,epic_kitchens,covstride,8
