tau,k_low,k_high,accuracy,avg_frames,fraction_upgraded,model,dataset,delta_acc
0.0,4,8,0.210381679389313,4.0,0.0,videomae_ssv2_full_e5_h200,somethingv2,0.0
0.010101010101010102,4,8,0.210381679389313,4.0,0.0,videomae_ssv2_full_e5_h200,somethingv2,0.0
0.020202020202020204,4,8,0.210381679389313,4.0,0.0,videomae_ssv2_full_e5_h200,somethingv2,0.0
0.030303030303030304,4,8,0.210381679389313,4.0,0.0,videomae_ssv2_full_e5_h200,somethingv2,0.0
0.04040404040404041,4,8,0.210381679389313,4.0,0.0,videomae_ssv2_full_e5_h200,somethingv2,0.0
0.05050505050505051,4,8,0.210381679389313,4.002442748091603,0.0006106870229007634,videomae_ssv2_full_e5_h200,somethingv2,0.0
0.06060606060606061,4,8,0.21068702290076335,4.0134351145038165,0.0033587786259541984,videomae_ssv2_full_e5_h200,somethingv2,0.00030534351145036775
0.07070707070707072,4,8,0.21129770992366412,4.037862595419847,0.009465648854961832,videomae_ssv2_full_e5_h200,somethingv2,0.000916030534351131
0.08080808080808081,4,8,0.2131297709923664,4.067175572519084,0.016793893129770993,videomae_ssv2_full_e5_h200,somethingv2,0.002748091603053421
0.09090909090909091,4,8,0.2149618320610687,4.097709923664122,0.024427480916030534,videomae_ssv2_full_e5_h200,somethingv2,0.004580152671755711
0.10101010101010102,4,8,0.216793893129771,4.140458015267176,0.035114503816793895,videomae_ssv2_full_e5_h200,somethingv2,0.006412213740458
0.11111111111111112,4,8,0.22045801526717557,4.195419847328244,0.04885496183206107,videomae_ssv2_full_e5_h200,somethingv2,0.01007633587786258
0.12121212121212122,4,8,0.22351145038167938,4.255267175572519,0.06381679389312978,videomae_ssv2_full_e5_h200,somethingv2,0.013129770992366396
0.13131313131313133,4,8,0.2265648854961832,4.311450381679389,0.07786259541984733,videomae_ssv2_full_e5_h200,somethingv2,0.016183206106870213
0.14141414141414144,4,8,0.2332824427480916,4.398167938931298,0.09954198473282443,videomae_ssv2_full_e5_h200,somethingv2,0.02290076335877861
0.15151515151515152,4,8,0.23572519083969465,4.466564885496183,0.1166412213740458,videomae_ssv2_full_e5_h200,somethingv2,0.02534351145038166
0.16161616161616163,4,8,0.24091603053435115,4.5276335877862595,0.1319083969465649,videomae_ssv2_full_e5_h200,somethingv2,0.030534351145038163
0.17171717171717174,4,8,0.2451908396946565,4.594809160305344,0.14870229007633587,videomae_ssv2_full_e5_h200,somethingv2,0.034809160305343506
0.18181818181818182,4,8,0.24854961832061068,4.654656488549619,0.16366412213740458,videomae_ssv2_full_e5_h200,somethingv2,0.03816793893129769
