config,top1,n,mean_distinct,model,dataset,mode,budget
k16_box,0.192090395480226,177,15.875706214689265,mc3_18,ssv2,antialias,16
k16_point,0.3050847457627119,177,15.875706214689265,mc3_18,ssv2,antialias,16
k1_box,0.03389830508474576,177,1.0,mc3_18,ssv2,antialias,16
k1_point,0.01694915254237288,177,1.0,mc3_18,ssv2,antialias,16
k2_box,0.05084745762711865,177,2.0,mc3_18,ssv2,antialias,16
k2_point,0.07344632768361582,177,2.0,mc3_18,ssv2,antialias,16
k4_box,0.11299435028248588,177,4.0,mc3_18,ssv2,antialias,16
k4_point,0.11864406779661017,177,4.0,mc3_18,ssv2,antialias,16
k8_box,0.1638418079096045,177,8.0,mc3_18,ssv2,antialias,16
k8_point,0.21468926553672316,177,8.0,mc3_18,ssv2,antialias,16
