config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.4595,8000,15.999875,r3d_18,kinetics400,covstride,16
cov100_s16,0.464875,8000,15.595125,r3d_18,kinetics400,covstride,16
cov100_s2,0.462,8000,15.994625,r3d_18,kinetics400,covstride,16
cov100_s4,0.461,8000,15.97775,r3d_18,kinetics400,covstride,16
cov100_s8,0.464,8000,15.928375,r3d_18,kinetics400,covstride,16
cov10_s1,0.477,8000,15.886375,r3d_18,kinetics400,covstride,16
cov10_s16,0.372875,8000,1.971625,r3d_18,kinetics400,covstride,16
cov10_s2,0.4765,8000,14.414875,r3d_18,kinetics400,covstride,16
cov10_s4,0.459125,8000,7.674875,r3d_18,kinetics400,covstride,16
cov10_s8,0.417125,8000,3.87275,r3d_18,kinetics400,covstride,16
cov25_s1,0.497625,8000,15.975875,r3d_18,kinetics400,covstride,16
cov25_s16,0.440375,8000,4.829625,r3d_18,kinetics400,covstride,16
cov25_s2,0.500625,8000,15.925375,r3d_18,kinetics400,covstride,16
cov25_s4,0.495625,8000,15.582625,r3d_18,kinetics400,covstride,16
cov25_s8,0.4805,8000,9.589625,r3d_18,kinetics400,covstride,16
cov50_s1,0.501625,8000,15.994125,r3d_18,kinetics400,covstride,16
cov50_s16,0.4875,8000,9.593875,r3d_18,kinetics400,covstride,16
cov50_s2,0.5025,8000,15.976125,r3d_18,kinetics400,covstride,16
cov50_s4,0.503125,8000,15.926625,r3d_18,kinetics400,covstride,16
cov50_s8,0.50675,8000,15.58875,r3d_18,kinetics400,covstride,16
cov75_s1,0.483125,8000,15.998625,r3d_18,kinetics400,covstride,16
cov75_s16,0.481375,8000,14.313125,r3d_18,kinetics400,covstride,16
cov75_s2,0.48075,8000,15.989125,r3d_18,kinetics400,covstride,16
cov75_s4,0.482,8000,15.96375,r3d_18,kinetics400,covstride,16
cov75_s8,0.48225,8000,15.878125,r3d_18,kinetics400,covstride,16
