coverage,stride,top1,n,model,dataset
10,1,0.034993270524899055,743,videomae,diving48
10,2,0.040376850605652756,743,videomae,diving48
10,4,0.04979811574697174,743,videomae,diving48
10,8,0.04441453566621804,743,videomae,diving48
10,16,0.034993270524899055,743,videomae,diving48
25,1,0.047106325706594884,743,videomae,diving48
25,2,0.040376850605652756,743,videomae,diving48
25,4,0.033647375504710635,743,videomae,diving48
25,8,0.040376850605652756,743,videomae,diving48
25,16,0.033647375504710635,743,videomae,diving48
50,1,0.04306864064602961,743,videomae,diving48
50,2,0.039030955585464336,743,videomae,diving48
50,4,0.03095558546433378,743,videomae,diving48
50,8,0.04576043068640646,743,videomae,diving48
50,16,0.04979811574697174,743,videomae,diving48
75,1,0.03768506056527591,743,videomae,diving48
75,2,0.04979811574697174,743,videomae,diving48
75,4,0.05383580080753701,743,videomae,diving48
75,8,0.029609690444145357,743,videomae,diving48
75,16,0.026917900403768506,743,videomae,diving48
100,1,0.05518169582772544,743,videomae,diving48
100,2,0.05518169582772544,743,videomae,diving48
100,4,0.05787348586810229,743,videomae,diving48
100,8,0.039030955585464336,743,videomae,diving48
100,16,0.03633916554508748,743,videomae,diving48
