coverage,stride,top1,n
10,1,0.0110909913988229,4418
10,2,0.0081484834766862,4418
10,4,0.0049796287913082,4418
10,8,0.0043005885015844,4418
10,16,0.0043005885015844,4418
25,1,0.0362154821186057,4418
25,2,0.0409687641466727,4418
25,4,0.0269352648257129,4418
25,8,0.0174287007695789,4418
25,16,0.0101856043458578,4418
50,1,0.271842462652784,4418
50,2,0.316206428248076,4418
50,4,0.3596650067904029,4418
50,8,0.1654594839293798,4418
50,16,0.0622453598913535,4418
75,1,0.6930737890448166,4418
75,2,0.67428700769579,4418
75,4,0.7347215934812132,4418
75,8,0.3549117247623359,4418
75,16,0.1301493888637392,4418
100,1,0.8261656858306926,4418
100,2,0.8241285649615211,4418
100,4,0.7709370755998189,4418
100,8,0.3712086917157084,4418
100,16,0.1045722046174739,4418
