coverage,stride,top1,n
10,1,0.5581920903954802,885
10,2,0.5389830508474577,885
10,4,0.5231638418079096,885
10,8,0.496045197740113,885
10,16,0.4892655367231638,885
25,1,0.656497175141243,885
25,2,0.6440677966101694,885
25,4,0.6056497175141243,885
25,8,0.5638418079096045,885
25,16,0.535593220338983,885
50,1,0.7254237288135593,885
50,2,0.7209039548022599,885
50,4,0.7107344632768362,885
50,8,0.6508474576271186,885
50,16,0.615819209039548,885
75,1,0.7661016949152543,885
75,2,0.7751412429378531,885
75,4,0.751412429378531,885
75,8,0.6926553672316385,885
75,16,0.6361581920903955,885
100,1,0.7830508474576271,885
100,2,0.784180790960452,885
100,4,0.7830508474576271,885
100,8,0.7299435028248588,885
100,16,0.6508474576271186,885
