coverage,stride,top1,n
10,1,0.1049798115746971,743
10,2,0.0995962314939434,743
10,4,0.098250336473755,743
10,8,0.0726783310901749,743
10,16,0.0713324360699865,743
25,1,0.1843876177658142,743
25,2,0.1857335127860027,743
25,4,0.1628532974427994,743
25,8,0.1467025572005383,743
25,16,0.107671601615074,743
50,1,0.3055181695827725,743
50,2,0.3028263795423957,743
50,4,0.3203230148048452,743
50,8,0.2934051144010767,743
50,16,0.2234185733512786,743
75,1,0.4387617765814266,743
75,2,0.4535666218034993,743
75,4,0.4602960969044414,743
75,8,0.4158815612382234,743
75,16,0.351278600269179,743
100,1,0.4454912516823687,743
100,2,0.4333781965006729,743
100,4,0.4549125168236878,743
100,8,0.4293405114401076,743
100,16,0.4064602960969044,743
