video_id,label_id,source_frames,distinct_frames,model_input_frames,coverage,stride,config,correct_top1,confidence,model,dataset
210300,0,52,5,8,10,1,cov10_s1,False,0.4611321985721588,videomamba,ssv2
197315,2,49,5,8,10,1,cov10_s1,False,0.688610851764679,videomamba,ssv2
218883,3,44,4,8,10,1,cov10_s1,False,0.35207775235176086,videomamba,ssv2
30133,4,61,6,8,10,1,cov10_s1,False,0.7740418910980225,videomamba,ssv2
186406,6,66,7,8,10,1,cov10_s1,False,0.8712620735168457,videomamba,ssv2
210300,0,52,3,8,10,2,cov10_s2,False,0.4869595170021057,videomamba,ssv2
197315,2,49,3,8,10,2,cov10_s2,False,0.6403465270996094,videomamba,ssv2
218883,3,44,2,8,10,2,cov10_s2,False,0.6658978462219238,videomamba,ssv2
30133,4,61,3,8,10,2,cov10_s2,False,0.9358245730400085,videomamba,ssv2
186406,6,66,4,8,10,2,cov10_s2,False,0.8714697957038879,videomamba,ssv2
210300,0,52,2,8,10,4,cov10_s4,False,0.4371841847896576,videomamba,ssv2
197315,2,49,2,8,10,4,cov10_s4,False,0.74408358335495,videomamba,ssv2
218883,3,44,1,8,10,4,cov10_s4,False,0.679542601108551,videomamba,ssv2
30133,4,61,2,8,10,4,cov10_s4,False,0.9409022927284241,videomamba,ssv2
186406,6,66,2,8,10,4,cov10_s4,False,0.8689850568771362,videomamba,ssv2
210300,0,52,1,8,10,8,cov10_s8,False,0.4532313644886017,videomamba,ssv2
197315,2,49,1,8,10,8,cov10_s8,False,0.9244785308837891,videomamba,ssv2
218883,3,44,1,8,10,8,cov10_s8,False,0.679542601108551,videomamba,ssv2
30133,4,61,1,8,10,8,cov10_s8,False,0.9757508635520935,videomamba,ssv2
186406,6,66,1,8,10,8,cov10_s8,False,0.8596727252006531,videomamba,ssv2
210300,0,52,1,8,10,16,cov10_s16,False,0.4532313644886017,videomamba,ssv2
197315,2,49,1,8,10,16,cov10_s16,False,0.9244785308837891,videomamba,ssv2
218883,3,44,1,8,10,16,cov10_s16,False,0.679542601108551,videomamba,ssv2
30133,4,61,1,8,10,16,cov10_s16,False,0.9757508635520935,videomamba,ssv2
186406,6,66,1,8,10,16,cov10_s16,False,0.8596727252006531,videomamba,ssv2
210300,0,52,8,8,25,1,cov25_s1,False,0.3583677113056183,videomamba,ssv2
197315,2,49,8,8,25,1,cov25_s1,False,0.5895364284515381,videomamba,ssv2
218883,3,44,8,8,25,1,cov25_s1,False,0.4073188602924347,videomamba,ssv2
30133,4,61,8,8,25,1,cov25_s1,False,0.3816235065460205,videomamba,ssv2
186406,6,66,8,8,25,1,cov25_s1,False,0.8749229311943054,videomamba,ssv2
210300,0,52,7,8,25,2,cov25_s2,False,0.46420958638191223,videomamba,ssv2
197315,2,49,6,8,25,2,cov25_s2,False,0.4813764691352844,videomamba,ssv2
218883,3,44,6,8,25,2,cov25_s2,False,0.47894906997680664,videomamba,ssv2
30133,4,61,8,8,25,2,cov25_s2,False,0.3816235065460205,videomamba,ssv2
186406,6,66,8,8,25,2,cov25_s2,False,0.8772494792938232,videomamba,ssv2
210300,0,52,4,8,25,4,cov25_s4,False,0.3244398832321167,videomamba,ssv2
197315,2,49,3,8,25,4,cov25_s4,False,0.36337438225746155,videomamba,ssv2
218883,3,44,3,8,25,4,cov25_s4,False,0.4828094244003296,videomamba,ssv2
30133,4,61,4,8,25,4,cov25_s4,False,0.275348424911499,videomamba,ssv2
186406,6,66,4,8,25,4,cov25_s4,False,0.8789552450180054,videomamba,ssv2
210300,0,52,2,8,25,8,cov25_s8,False,0.39715272188186646,videomamba,ssv2
197315,2,49,2,8,25,8,cov25_s8,False,0.595743715763092,videomamba,ssv2
218883,3,44,2,8,25,8,cov25_s8,False,0.4422432482242584,videomamba,ssv2
30133,4,61,2,8,25,8,cov25_s8,False,0.648699939250946,videomamba,ssv2
186406,6,66,2,8,25,8,cov25_s8,False,0.8736236691474915,videomamba,ssv2
210300,0,52,1,8,25,16,cov25_s16,False,0.4532313644886017,videomamba,ssv2
197315,2,49,1,8,25,16,cov25_s16,False,0.9244785308837891,videomamba,ssv2
218883,3,44,1,8,25,16,cov25_s16,False,0.679542601108551,videomamba,ssv2
30133,4,61,1,8,25,16,cov25_s16,False,0.9757508635520935,videomamba,ssv2
186406,6,66,1,8,25,16,cov25_s16,False,0.8596727252006531,videomamba,ssv2
210300,0,52,8,8,50,1,cov50_s1,True,0.382529616355896,videomamba,ssv2
197315,2,49,8,8,50,1,cov50_s1,False,0.7358564138412476,videomamba,ssv2
218883,3,44,8,8,50,1,cov50_s1,False,0.5112053155899048,videomamba,ssv2
30133,4,61,8,8,50,1,cov50_s1,False,0.24495619535446167,videomamba,ssv2
186406,6,66,8,8,50,1,cov50_s1,False,0.8820866346359253,videomamba,ssv2
210300,0,52,8,8,50,2,cov50_s2,False,0.25360772013664246,videomamba,ssv2
197315,2,49,8,8,50,2,cov50_s2,False,0.7942872047424316,videomamba,ssv2
218883,3,44,8,8,50,2,cov50_s2,False,0.6321473717689514,videomamba,ssv2
30133,4,61,8,8,50,2,cov50_s2,False,0.21367986500263214,videomamba,ssv2
186406,6,66,8,8,50,2,cov50_s2,False,0.8820412158966064,videomamba,ssv2
210300,0,52,7,8,50,4,cov50_s4,False,0.23533499240875244,videomamba,ssv2
197315,2,49,6,8,50,4,cov50_s4,False,0.653574526309967,videomamba,ssv2
218883,3,44,6,8,50,4,cov50_s4,False,0.4045518636703491,videomamba,ssv2
30133,4,61,8,8,50,4,cov50_s4,False,0.21367986500263214,videomamba,ssv2
186406,6,66,8,8,50,4,cov50_s4,False,0.8821350932121277,videomamba,ssv2
210300,0,52,4,8,50,8,cov50_s8,False,0.2524404525756836,videomamba,ssv2
197315,2,49,3,8,50,8,cov50_s8,False,0.7519620656967163,videomamba,ssv2
218883,3,44,3,8,50,8,cov50_s8,False,0.5492627620697021,videomamba,ssv2
30133,4,61,4,8,50,8,cov50_s8,False,0.21418331563472748,videomamba,ssv2
186406,6,66,5,8,50,8,cov50_s8,False,0.8809059262275696,videomamba,ssv2
210300,0,52,2,8,50,16,cov50_s16,False,0.3426954746246338,videomamba,ssv2
197315,2,49,2,8,50,16,cov50_s16,False,0.9379903674125671,videomamba,ssv2
218883,3,44,2,8,50,16,cov50_s16,False,0.1943008154630661,videomamba,ssv2
30133,4,61,2,8,50,16,cov50_s16,False,0.14193467795848846,videomamba,ssv2
186406,6,66,3,8,50,16,cov50_s16,False,0.8807699680328369,videomamba,ssv2
210300,0,52,8,8,75,1,cov75_s1,True,0.4737861156463623,videomamba,ssv2
197315,2,49,8,8,75,1,cov75_s1,False,0.5284019112586975,videomamba,ssv2
218883,3,44,8,8,75,1,cov75_s1,True,0.579015851020813,videomamba,ssv2
30133,4,61,8,8,75,1,cov75_s1,False,0.5893771052360535,videomamba,ssv2
186406,6,66,8,8,75,1,cov75_s1,True,0.9931198358535767,videomamba,ssv2
210300,0,52,8,8,75,2,cov75_s2,True,0.2764248251914978,videomamba,ssv2
197315,2,49,8,8,75,2,cov75_s2,False,0.40255969762802124,videomamba,ssv2
218883,3,44,8,8,75,2,cov75_s2,False,0.42514142394065857,videomamba,ssv2
30133,4,61,8,8,75,2,cov75_s2,False,0.652567446231842,videomamba,ssv2
186406,6,66,8,8,75,2,cov75_s2,True,0.988813579082489,videomamba,ssv2
210300,0,52,8,8,75,4,cov75_s4,True,0.4700373411178589,videomamba,ssv2
197315,2,49,8,8,75,4,cov75_s4,False,0.6325578093528748,videomamba,ssv2
218883,3,44,8,8,75,4,cov75_s4,True,0.49418410658836365,videomamba,ssv2
30133,4,61,8,8,75,4,cov75_s4,False,0.20358781516551971,videomamba,ssv2
186406,6,66,8,8,75,4,cov75_s4,True,0.9940902590751648,videomamba,ssv2
210300,0,52,5,8,75,8,cov75_s8,True,0.35481008887290955,videomamba,ssv2
197315,2,49,5,8,75,8,cov75_s8,False,0.5245463252067566,videomamba,ssv2
218883,3,44,5,8,75,8,cov75_s8,True,0.5792462825775146,videomamba,ssv2
30133,4,61,6,8,75,8,cov75_s8,False,0.5637546181678772,videomamba,ssv2
186406,6,66,7,8,75,8,cov75_s8,True,0.9924672245979309,videomamba,ssv2
210300,0,52,3,8,75,16,cov75_s16,False,0.32032474875450134,videomamba,ssv2
197315,2,49,3,8,75,16,cov75_s16,False,0.8951101303100586,videomamba,ssv2
218883,3,44,3,8,75,16,cov75_s16,False,0.48828333616256714,videomamba,ssv2
30133,4,61,3,8,75,16,cov75_s16,False,0.37222641706466675,videomamba,ssv2
186406,6,66,4,8,75,16,cov75_s16,True,0.986672043800354,videomamba,ssv2
210300,0,52,8,8,100,1,cov100_s1,True,0.5755053758621216,videomamba,ssv2
197315,2,49,8,8,100,1,cov100_s1,False,0.7078061103820801,videomamba,ssv2
218883,3,44,8,8,100,1,cov100_s1,True,0.3640543818473816,videomamba,ssv2
30133,4,61,8,8,100,1,cov100_s1,False,0.8063730001449585,videomamba,ssv2
186406,6,66,8,8,100,1,cov100_s1,True,0.9978213310241699,videomamba,ssv2
210300,0,52,8,8,100,2,cov100_s2,True,0.7515905499458313,videomamba,ssv2
197315,2,49,8,8,100,2,cov100_s2,False,0.7460474967956543,videomamba,ssv2
218883,3,44,8,8,100,2,cov100_s2,True,0.3245256841182709,videomamba,ssv2
30133,4,61,8,8,100,2,cov100_s2,False,0.8230664134025574,videomamba,ssv2
186406,6,66,8,8,100,2,cov100_s2,True,0.9965710639953613,videomamba,ssv2
210300,0,52,8,8,100,4,cov100_s4,True,0.5731509327888489,videomamba,ssv2
197315,2,49,8,8,100,4,cov100_s4,False,0.8432161808013916,videomamba,ssv2
218883,3,44,8,8,100,4,cov100_s4,False,0.3197728097438812,videomamba,ssv2
30133,4,61,8,8,100,4,cov100_s4,False,0.7553017735481262,videomamba,ssv2
186406,6,66,8,8,100,4,cov100_s4,True,0.9899365901947021,videomamba,ssv2
210300,0,52,7,8,100,8,cov100_s8,True,0.500493586063385,videomamba,ssv2
197315,2,49,7,8,100,8,cov100_s8,False,0.6596783995628357,videomamba,ssv2
218883,3,44,6,8,100,8,cov100_s8,True,0.3766348958015442,videomamba,ssv2
30133,4,61,8,8,100,8,cov100_s8,False,0.46198025345802307,videomamba,ssv2
186406,6,66,8,8,100,8,cov100_s8,True,0.9969743490219116,videomamba,ssv2
210300,0,52,4,8,100,16,cov100_s16,False,0.5153966546058655,videomamba,ssv2
197315,2,49,4,8,100,16,cov100_s16,False,0.49976086616516113,videomamba,ssv2
218883,3,44,3,8,100,16,cov100_s16,False,0.48828333616256714,videomamba,ssv2
30133,4,61,4,8,100,16,cov100_s16,False,0.18683500587940216,videomamba,ssv2
186406,6,66,5,8,100,16,cov100_s16,True,0.9837204217910767,videomamba,ssv2
172000,7,58,6,8,10,1,cov10_s1,False,0.538106381893158,videomamba,ssv2
70659,8,18,2,8,10,1,cov10_s1,False,0.41121894121170044,videomamba,ssv2
11086,8,18,2,8,10,1,cov10_s1,False,0.9706469774246216,videomamba,ssv2
3793,9,38,4,8,10,1,cov10_s1,False,0.8662832379341125,videomamba,ssv2
49806,9,19,2,8,10,1,cov10_s1,False,0.4875646233558655,videomamba,ssv2
91295,9,20,2,8,10,1,cov10_s1,False,0.8237112760543823,videomamba,ssv2
119565,9,19,2,8,10,1,cov10_s1,False,0.26119092106819153,videomamba,ssv2
184324,10,20,2,8,10,1,cov10_s1,False,0.683725893497467,videomamba,ssv2
39791,10,17,2,8,10,1,cov10_s1,False,0.8635095953941345,videomamba,ssv2
21147,11,18,2,8,10,1,cov10_s1,False,0.9612470865249634,videomamba,ssv2
203782,11,18,2,8,10,1,cov10_s1,False,0.2787856459617615,videomamba,ssv2
12383,12,20,2,8,10,1,cov10_s1,False,0.6935270428657532,videomamba,ssv2
172000,7,58,3,8,10,2,cov10_s2,False,0.566598117351532,videomamba,ssv2
70659,8,18,1,8,10,2,cov10_s2,False,0.38117995858192444,videomamba,ssv2
11086,8,18,1,8,10,2,cov10_s2,False,0.9750468730926514,videomamba,ssv2
3793,9,38,2,8,10,2,cov10_s2,False,0.48218172788619995,videomamba,ssv2
49806,9,19,1,8,10,2,cov10_s2,False,0.4942978322505951,videomamba,ssv2
91295,9,20,1,8,10,2,cov10_s2,False,0.833987832069397,videomamba,ssv2
119565,9,19,1,8,10,2,cov10_s2,False,0.2585867941379547,videomamba,ssv2
184324,10,20,1,8,10,2,cov10_s2,False,0.36329385638237,videomamba,ssv2
39791,10,17,1,8,10,2,cov10_s2,False,0.8950982093811035,videomamba,ssv2
21147,11,18,1,8,10,2,cov10_s2,False,0.9599089622497559,videomamba,ssv2
203782,11,18,1,8,10,2,cov10_s2,False,0.3959747552871704,videomamba,ssv2
12383,12,20,1,8,10,2,cov10_s2,False,0.6291719079017639,videomamba,ssv2
172000,7,58,2,8,10,4,cov10_s4,False,0.5380491614341736,videomamba,ssv2
70659,8,18,1,8,10,4,cov10_s4,False,0.38117995858192444,videomamba,ssv2
11086,8,18,1,8,10,4,cov10_s4,False,0.9750468730926514,videomamba,ssv2
3793,9,38,1,8,10,4,cov10_s4,False,0.11614388227462769,videomamba,ssv2
49806,9,19,1,8,10,4,cov10_s4,False,0.4942978322505951,videomamba,ssv2
91295,9,20,1,8,10,4,cov10_s4,False,0.833987832069397,videomamba,ssv2
