coverage,stride,top1,n,model,dataset
10,1,0.05652759084791386,743,r3d_18,diving48
10,2,0.059219380888290714,743,r3d_18,diving48
10,4,0.063257065948856,743,r3d_18,diving48
10,8,0.063257065948856,743,r3d_18,diving48
10,16,0.05787348586810229,743,r3d_18,diving48
25,1,0.09421265141318977,743,r3d_18,diving48
25,2,0.08882907133243607,743,r3d_18,diving48
25,4,0.08613728129205922,743,r3d_18,diving48
25,8,0.07267833109017496,743,r3d_18,diving48
25,16,0.05787348586810229,743,r3d_18,diving48
50,1,0.1440107671601615,743,r3d_18,diving48
50,2,0.14535666218034993,743,r3d_18,diving48
50,4,0.14670255720053835,743,r3d_18,diving48
50,8,0.1063257065948856,743,r3d_18,diving48
50,16,0.07133243606998654,743,r3d_18,diving48
75,1,0.23553162853297444,743,r3d_18,diving48
75,2,0.24360699865410498,743,r3d_18,diving48
75,4,0.2570659488559892,743,r3d_18,diving48
75,8,0.19919246298788695,743,r3d_18,diving48
75,16,0.10363391655450875,743,r3d_18,diving48
100,1,0.29475100942126514,743,r3d_18,diving48
100,2,0.27860026917900405,743,r3d_18,diving48
100,4,0.26244952893674295,743,r3d_18,diving48
100,8,0.23283983849259757,743,r3d_18,diving48
100,16,0.126514131897712,743,r3d_18,diving48
