video_id,label_id,source_frames,distinct_frames,model_input_frames,k,config,correct_top1,confidence,model,dataset
v_ApplyEyeMakeup_g07_c04,0,142,1,8,1,k1,True,0.9736704230308533,timesformer,ucf101
v_ApplyEyeMakeup_g02_c02,0,146,1,8,1,k1,True,0.850208044052124,timesformer,ucf101
v_ApplyEyeMakeup_g01_c02,0,123,1,8,1,k1,True,0.9538993239402771,timesformer,ucf101
v_ApplyEyeMakeup_g04_c02,0,132,1,8,1,k1,True,0.9337942600250244,timesformer,ucf101
v_ApplyEyeMakeup_g03_c06,0,152,1,8,1,k1,False,0.5093674063682556,timesformer,ucf101
v_ApplyEyeMakeup_g03_c05,0,146,1,8,1,k1,True,0.7890684008598328,timesformer,ucf101
v_ApplyEyeMakeup_g02_c03,0,216,1,8,1,k1,True,0.9071127772331238,timesformer,ucf101
v_ApplyEyeMakeup_g02_c01,0,170,1,8,1,k1,True,0.9013693928718567,timesformer,ucf101
v_ApplyEyeMakeup_g06_c05,0,281,1,8,1,k1,True,0.9407147169113159,timesformer,ucf101
v_ApplyEyeMakeup_g01_c06,0,122,1,8,1,k1,True,0.9554275274276733,timesformer,ucf101
v_ApplyEyeMakeup_g05_c05,0,227,1,8,1,k1,True,0.7053547501564026,timesformer,ucf101
v_ApplyEyeMakeup_g01_c03,0,259,1,8,1,k1,True,0.9531572461128235,timesformer,ucf101
v_ApplyEyeMakeup_g07_c05,0,98,1,8,1,k1,True,0.960952639579773,timesformer,ucf101
v_ApplyEyeMakeup_g06_c03,0,245,1,8,1,k1,True,0.942236602306366,timesformer,ucf101
v_ApplyEyeMakeup_g06_c07,0,167,1,8,1,k1,True,0.9486572742462158,timesformer,ucf101
v_ApplyEyeMakeup_g07_c06,0,162,1,8,1,k1,True,0.868172824382782,timesformer,ucf101
v_ApplyEyeMakeup_g04_c01,0,126,1,8,1,k1,True,0.8317133784294128,timesformer,ucf101
v_ApplyEyeMakeup_g04_c04,0,181,1,8,1,k1,True,0.8462504148483276,timesformer,ucf101
v_ApplyEyeMakeup_g01_c01,0,164,1,8,1,k1,True,0.9587159156799316,timesformer,ucf101
v_ApplyEyeMakeup_g07_c07,0,114,1,8,1,k1,True,0.9462885856628418,timesformer,ucf101
v_ApplyLipstick_g03_c04,1,142,1,8,1,k1,False,0.20500801503658295,timesformer,ucf101
v_ApplyLipstick_g05_c05,1,156,1,8,1,k1,True,0.45971807837486267,timesformer,ucf101
v_ApplyLipstick_g05_c03,1,113,1,8,1,k1,True,0.8013243675231934,timesformer,ucf101
v_ApplyLipstick_g07_c03,1,226,1,8,1,k1,True,0.9541192650794983,timesformer,ucf101
v_ApplyLipstick_g04_c05,1,169,1,8,1,k1,False,0.8348497748374939,timesformer,ucf101
v_ApplyLipstick_g04_c01,1,98,1,8,1,k1,False,0.9367265105247498,timesformer,ucf101
v_ApplyLipstick_g02_c03,1,98,1,8,1,k1,False,0.7856005430221558,timesformer,ucf101
v_ApplyLipstick_g04_c02,1,144,1,8,1,k1,False,0.7480705976486206,timesformer,ucf101
v_ApplyLipstick_g05_c01,1,177,1,8,1,k1,True,0.8930699825286865,timesformer,ucf101
v_ApplyLipstick_g02_c04,1,185,1,8,1,k1,False,0.7153876423835754,timesformer,ucf101
v_ApplyLipstick_g01_c01,1,149,1,8,1,k1,True,0.8700273633003235,timesformer,ucf101
v_ApplyLipstick_g02_c01,1,127,1,8,1,k1,False,0.6038894653320312,timesformer,ucf101
v_ApplyLipstick_g06_c04,1,523,1,8,1,k1,True,0.9404017329216003,timesformer,ucf101
v_ApplyLipstick_g03_c02,1,108,1,8,1,k1,False,0.5080689787864685,timesformer,ucf101
v_ApplyLipstick_g07_c01,1,270,1,8,1,k1,True,0.9451987743377686,timesformer,ucf101
v_ApplyLipstick_g01_c05,1,213,1,8,1,k1,True,0.8965843319892883,timesformer,ucf101
v_ApplyLipstick_g02_c02,1,118,1,8,1,k1,False,0.39046722650527954,timesformer,ucf101
v_ApplyLipstick_g07_c04,1,163,1,8,1,k1,True,0.6514366269111633,timesformer,ucf101
v_ApplyLipstick_g07_c02,1,125,1,8,1,k1,False,0.3890480101108551,timesformer,ucf101
v_ApplyLipstick_g01_c02,1,160,1,8,1,k1,True,0.6648712158203125,timesformer,ucf101
v_Archery_g01_c06,2,108,1,8,1,k1,True,0.2191465198993683,timesformer,ucf101
v_Archery_g05_c01,2,455,1,8,1,k1,False,0.2042291760444641,timesformer,ucf101
v_Archery_g01_c07,2,143,1,8,1,k1,True,0.866879940032959,timesformer,ucf101
v_Archery_g04_c04,2,135,1,8,1,k1,False,0.1949838399887085,timesformer,ucf101
v_Archery_g07_c03,2,51,1,8,1,k1,False,0.21347953379154205,timesformer,ucf101
v_Archery_g03_c03,2,125,1,8,1,k1,False,0.3886725902557373,timesformer,ucf101
v_Archery_g01_c03,2,158,1,8,1,k1,True,0.8101224899291992,timesformer,ucf101
v_Archery_g06_c01,2,81,1,8,1,k1,False,0.08303262293338776,timesformer,ucf101
v_Archery_g02_c01,2,158,1,8,1,k1,True,0.7662829756736755,timesformer,ucf101
v_Archery_g07_c05,2,64,1,8,1,k1,False,0.11358768492937088,timesformer,ucf101
v_Archery_g06_c06,2,132,1,8,1,k1,False,0.23354287445545197,timesformer,ucf101
v_Archery_g03_c04,2,138,1,8,1,k1,False,0.08206968009471893,timesformer,ucf101
v_Archery_g02_c03,2,138,1,8,1,k1,True,0.740513801574707,timesformer,ucf101
v_Archery_g05_c03,2,488,1,8,1,k1,False,0.16402766108512878,timesformer,ucf101
v_Archery_g04_c02,2,173,1,8,1,k1,True,0.29068824648857117,timesformer,ucf101
v_Archery_g04_c01,2,165,1,8,1,k1,False,0.15842267870903015,timesformer,ucf101
v_Archery_g02_c05,2,127,1,8,1,k1,True,0.18556585907936096,timesformer,ucf101
v_Archery_g03_c05,2,124,1,8,1,k1,False,0.07228682935237885,timesformer,ucf101
v_Archery_g07_c04,2,51,1,8,1,k1,False,0.09995725750923157,timesformer,ucf101
v_Archery_g06_c02,2,116,1,8,1,k1,True,0.8358745574951172,timesformer,ucf101
v_BabyCrawling_g01_c03,3,156,1,8,1,k1,True,0.17541079223155975,timesformer,ucf101
v_BabyCrawling_g04_c01,3,127,1,8,1,k1,True,0.464523047208786,timesformer,ucf101
v_BabyCrawling_g05_c01,3,221,1,8,1,k1,True,0.7561189532279968,timesformer,ucf101
v_BabyCrawling_g02_c02,3,112,1,8,1,k1,True,0.8558603525161743,timesformer,ucf101
v_BabyCrawling_g06_c05,3,258,1,8,1,k1,True,0.8037996888160706,timesformer,ucf101
v_BabyCrawling_g02_c04,3,105,1,8,1,k1,True,0.7790038585662842,timesformer,ucf101
v_BabyCrawling_g07_c02,3,145,1,8,1,k1,True,0.8442872762680054,timesformer,ucf101
v_BabyCrawling_g01_c04,3,219,1,8,1,k1,False,0.07223179936408997,timesformer,ucf101
v_BabyCrawling_g03_c03,3,198,1,8,1,k1,True,0.4803963601589203,timesformer,ucf101
v_BabyCrawling_g02_c05,3,84,1,8,1,k1,True,0.9294689893722534,timesformer,ucf101
v_BabyCrawling_g07_c05,3,141,1,8,1,k1,True,0.3457391858100891,timesformer,ucf101
v_BabyCrawling_g05_c03,3,271,1,8,1,k1,True,0.5426615476608276,timesformer,ucf101
v_BabyCrawling_g03_c02,3,181,1,8,1,k1,True,0.7068334221839905,timesformer,ucf101
v_BabyCrawling_g07_c03,3,171,1,8,1,k1,True,0.748109757900238,timesformer,ucf101
v_BabyCrawling_g05_c05,3,159,1,8,1,k1,True,0.5507618188858032,timesformer,ucf101
v_BabyCrawling_g06_c01,3,198,1,8,1,k1,True,0.6930872201919556,timesformer,ucf101
v_BabyCrawling_g02_c03,3,117,1,8,1,k1,True,0.9299148917198181,timesformer,ucf101
v_BabyCrawling_g06_c03,3,201,1,8,1,k1,True,0.7539356350898743,timesformer,ucf101
v_BabyCrawling_g07_c06,3,210,1,8,1,k1,True,0.9214556813240051,timesformer,ucf101
v_BabyCrawling_g05_c04,3,230,1,8,1,k1,True,0.5462431311607361,timesformer,ucf101
v_BalanceBeam_g05_c02,4,114,1,8,1,k1,False,0.09603322297334671,timesformer,ucf101
v_BalanceBeam_g06_c04,4,120,1,8,1,k1,False,0.08461172133684158,timesformer,ucf101
v_BalanceBeam_g02_c04,4,133,1,8,1,k1,True,0.38246095180511475,timesformer,ucf101
v_BalanceBeam_g02_c02,4,100,1,8,1,k1,True,0.2175821214914322,timesformer,ucf101
v_BalanceBeam_g04_c03,4,160,1,8,1,k1,True,0.11206941306591034,timesformer,ucf101
v_BalanceBeam_g04_c01,4,120,1,8,1,k1,False,0.09568954259157181,timesformer,ucf101
v_BalanceBeam_g03_c01,4,197,1,8,1,k1,True,0.35495123267173767,timesformer,ucf101
v_BalanceBeam_g06_c01,4,106,1,8,1,k1,True,0.1603780835866928,timesformer,ucf101
v_BalanceBeam_g06_c03,4,105,1,8,1,k1,False,0.057406362146139145,timesformer,ucf101
v_BalanceBeam_g07_c04,4,107,1,8,1,k1,True,0.28055816888809204,timesformer,ucf101
v_BalanceBeam_g07_c02,4,110,1,8,1,k1,True,0.10464652627706528,timesformer,ucf101
v_BalanceBeam_g03_c03,4,101,1,8,1,k1,False,0.08012142777442932,timesformer,ucf101
v_BalanceBeam_g01_c02,4,90,1,8,1,k1,False,0.08926883339881897,timesformer,ucf101
v_BalanceBeam_g07_c03,4,202,1,8,1,k1,False,0.111850805580616,timesformer,ucf101
v_BalanceBeam_g05_c03,4,111,1,8,1,k1,True,0.7997704744338989,timesformer,ucf101
v_BalanceBeam_g05_c04,4,180,1,8,1,k1,True,0.6832282543182373,timesformer,ucf101
v_BalanceBeam_g02_c03,4,60,1,8,1,k1,False,0.16160689294338226,timesformer,ucf101
v_BalanceBeam_g02_c01,4,82,1,8,1,k1,True,0.431490033864975,timesformer,ucf101
v_BalanceBeam_g05_c01,4,95,1,8,1,k1,True,0.6408504843711853,timesformer,ucf101
v_BalanceBeam_g01_c04,4,111,1,8,1,k1,False,0.10896308720111847,timesformer,ucf101
v_BandMarching_g07_c01,5,70,1,8,1,k1,True,0.7263261079788208,timesformer,ucf101
v_BandMarching_g03_c07,5,249,1,8,1,k1,True,0.7729107141494751,timesformer,ucf101
v_BandMarching_g02_c07,5,145,1,8,1,k1,True,0.6605364084243774,timesformer,ucf101
v_BandMarching_g05_c07,5,62,1,8,1,k1,True,0.8709965944290161,timesformer,ucf101
v_BandMarching_g05_c01,5,47,1,8,1,k1,True,0.680090069770813,timesformer,ucf101
v_BandMarching_g05_c05,5,65,1,8,1,k1,True,0.4056238532066345,timesformer,ucf101
v_BandMarching_g02_c03,5,123,1,8,1,k1,True,0.9252740144729614,timesformer,ucf101
v_BandMarching_g03_c03,5,284,1,8,1,k1,False,0.9066587686538696,timesformer,ucf101
v_BandMarching_g02_c02,5,156,1,8,1,k1,True,0.6753793358802795,timesformer,ucf101
v_BandMarching_g03_c02,5,335,1,8,1,k1,False,0.5579112768173218,timesformer,ucf101
v_BandMarching_g06_c04,5,118,1,8,1,k1,True,0.49526849389076233,timesformer,ucf101
v_BandMarching_g05_c03,5,149,1,8,1,k1,True,0.3271685242652893,timesformer,ucf101
v_BandMarching_g05_c04,5,89,1,8,1,k1,True,0.706561267375946,timesformer,ucf101
v_BandMarching_g03_c05,5,270,1,8,1,k1,False,0.7172037959098816,timesformer,ucf101
v_BandMarching_g02_c06,5,125,1,8,1,k1,True,0.5195939540863037,timesformer,ucf101
v_BandMarching_g02_c05,5,123,1,8,1,k1,True,0.8679830431938171,timesformer,ucf101
v_BandMarching_g02_c01,5,156,1,8,1,k1,True,0.6753793358802795,timesformer,ucf101
v_BandMarching_g01_c05,5,168,1,8,1,k1,True,0.6908677816390991,timesformer,ucf101
v_BandMarching_g06_c01,5,68,1,8,1,k1,False,0.25950536131858826,timesformer,ucf101
v_BandMarching_g06_c02,5,152,1,8,1,k1,False,0.5019236207008362,timesformer,ucf101
v_BaseballPitch_g01_c06,6,102,1,8,1,k1,False,0.15731056034564972,timesformer,ucf101
v_BaseballPitch_g01_c04,6,105,1,8,1,k1,False,0.2654028534889221,timesformer,ucf101
v_BaseballPitch_g02_c02,6,72,1,8,1,k1,True,0.811244785785675,timesformer,ucf101
v_BaseballPitch_g02_c04,6,85,1,8,1,k1,True,0.8274869322776794,timesformer,ucf101
v_BaseballPitch_g03_c01,6,87,1,8,1,k1,True,0.7498654127120972,timesformer,ucf101
v_BaseballPitch_g05_c06,6,116,1,8,1,k1,False,0.25079140067100525,timesformer,ucf101
v_BaseballPitch_g01_c05,6,92,1,8,1,k1,False,0.2194765955209732,timesformer,ucf101
v_BaseballPitch_g05_c03,6,91,1,8,1,k1,True,0.7877005338668823,timesformer,ucf101
v_ApplyEyeMakeup_g07_c04,0,142,2,8,2,k2,True,0.9714930057525635,timesformer,ucf101
v_ApplyEyeMakeup_g02_c02,0,146,2,8,2,k2,True,0.8182417750358582,timesformer,ucf101
v_ApplyEyeMakeup_g01_c02,0,123,2,8,2,k2,True,0.9658266305923462,timesformer,ucf101
v_ApplyEyeMakeup_g04_c02,0,132,2,8,2,k2,True,0.9463455677032471,timesformer,ucf101
v_ApplyEyeMakeup_g03_c06,0,152,2,8,2,k2,True,0.46899864077568054,timesformer,ucf101
v_ApplyEyeMakeup_g03_c05,0,146,2,8,2,k2,True,0.5904206037521362,timesformer,ucf101
v_ApplyEyeMakeup_g02_c03,0,216,2,8,2,k2,True,0.9205276966094971,timesformer,ucf101
v_ApplyEyeMakeup_g02_c01,0,170,2,8,2,k2,True,0.7964856028556824,timesformer,ucf101
v_ApplyEyeMakeup_g06_c05,0,281,2,8,2,k2,True,0.9601235389709473,timesformer,ucf101
v_ApplyEyeMakeup_g01_c06,0,122,2,8,2,k2,True,0.9631894826889038,timesformer,ucf101
v_ApplyEyeMakeup_g05_c05,0,227,2,8,2,k2,True,0.9584839940071106,timesformer,ucf101
v_ApplyEyeMakeup_g01_c03,0,259,2,8,2,k2,True,0.9563350081443787,timesformer,ucf101
v_ApplyEyeMakeup_g07_c05,0,98,2,8,2,k2,True,0.9741325378417969,timesformer,ucf101
v_ApplyEyeMakeup_g06_c03,0,245,2,8,2,k2,True,0.8882723450660706,timesformer,ucf101
v_ApplyEyeMakeup_g06_c07,0,167,2,8,2,k2,True,0.9622507095336914,timesformer,ucf101
v_ApplyEyeMakeup_g07_c06,0,162,2,8,2,k2,True,0.9329565763473511,timesformer,ucf101
v_ApplyEyeMakeup_g04_c01,0,126,2,8,2,k2,True,0.7410776019096375,timesformer,ucf101
v_ApplyEyeMakeup_g04_c04,0,181,2,8,2,k2,True,0.8696680068969727,timesformer,ucf101
v_ApplyEyeMakeup_g01_c01,0,164,2,8,2,k2,True,0.968265950679779,timesformer,ucf101
v_ApplyEyeMakeup_g07_c07,0,114,2,8,2,k2,True,0.9444942474365234,timesformer,ucf101
v_ApplyLipstick_g03_c04,1,142,2,8,2,k2,True,0.4695717394351959,timesformer,ucf101
v_ApplyLipstick_g05_c05,1,156,2,8,2,k2,True,0.5096777081489563,timesformer,ucf101
v_ApplyLipstick_g05_c03,1,113,2,8,2,k2,True,0.8609363436698914,timesformer,ucf101
v_ApplyLipstick_g07_c03,1,226,2,8,2,k2,True,0.9413334131240845,timesformer,ucf101
v_ApplyLipstick_g04_c05,1,169,2,8,2,k2,False,0.6596193909645081,timesformer,ucf101
v_ApplyLipstick_g04_c01,1,98,2,8,2,k2,False,0.8143905401229858,timesformer,ucf101
v_ApplyLipstick_g02_c03,1,98,2,8,2,k2,False,0.6518741846084595,timesformer,ucf101
v_ApplyLipstick_g04_c02,1,144,2,8,2,k2,False,0.583340048789978,timesformer,ucf101
v_ApplyLipstick_g05_c01,1,177,2,8,2,k2,True,0.9122751355171204,timesformer,ucf101
v_ApplyLipstick_g02_c04,1,185,2,8,2,k2,True,0.7686988115310669,timesformer,ucf101
v_ApplyLipstick_g01_c01,1,149,2,8,2,k2,True,0.8553261756896973,timesformer,ucf101
v_ApplyLipstick_g02_c01,1,127,2,8,2,k2,True,0.4853101968765259,timesformer,ucf101
v_ApplyLipstick_g06_c04,1,523,2,8,2,k2,True,0.9658883213996887,timesformer,ucf101
v_ApplyLipstick_g03_c02,1,108,2,8,2,k2,True,0.4963359236717224,timesformer,ucf101
v_ApplyLipstick_g07_c01,1,270,2,8,2,k2,True,0.922725260257721,timesformer,ucf101
