coverage,stride,top1,n
10,1,0.0090538705296514,4418
10,2,0.0083748302399275,4418
10,4,0.0081484834766862,4418
10,8,0.0065640561339972,4418
10,16,0.0065640561339972,4418
25,1,0.0697148030783159,4418
25,2,0.0649615210502489,4418
25,4,0.0556813037573562,4418
25,8,0.0273879583521955,4418
25,16,0.0169760072430964,4418
50,1,0.2974196468990493,4418
50,2,0.2960615663196016,4418
50,4,0.2790855590765052,4418
50,8,0.1833408782254413,4418
50,16,0.0934812132186509,4418
75,1,0.3976912630149389,4418
75,2,0.390674513354459,4418
75,4,0.3829787234042553,4418
75,8,0.3325033952014486,4418
75,16,0.1899049343594386,4418
100,1,0.4038026256224536,4418
100,2,0.4004074241738343,4418
100,4,0.4024445450430058,4418
100,8,0.3884110457220461,4418
100,16,0.2360796740606609,4418
