model,dataset,best_tau,best_accuracy,best_avg_frames,pct_cheap,fixed_cheap_acc,fixed_dense_acc,oracle_accuracy,gain_vs_cheap,gain_vs_dense,oracle_gap
r3d_18,ucf101,0.1,0.8163366336633663,4.071287128712871,0.994059405940594,0.8163366336633663,0.8123762376237624,0.8282178217821782,0.0,0.0039603960396038,0.0118811881188118
r3d_18,ssv2,0.5,0.3462595419847328,7.686106870229008,0.692824427480916,0.3242748091603053,0.3712977099236641,0.4247328244274809,0.0219847328244274,-0.0250381679389313,0.0784732824427481
r3d_18,hmdb51,0.6,0.8022598870056498,7.552542372881356,0.703954802259887,0.7830508474576271,0.8033898305084746,0.8214689265536723,0.0192090395480226,-0.0011299435028248,0.0192090395480225
r3d_18,diving48,0.5,0.2759084791386272,7.262449528936743,0.7281292059219381,0.2462987886944818,0.288021534320323,0.3243606998654105,0.0296096904441453,-0.0121130551816958,0.0484522207267832
r3d_18,autsl,0.65,0.7329108193752829,7.368039837030331,0.7193300135808058,0.6803983703033046,0.7498868266183794,0.7874603893164328,0.0525124490719782,-0.0169760072430964,0.0545495699411499
r3d_18,driveact,0.6,0.6607142857142857,7.910714285714286,0.6741071428571429,0.5892857142857143,0.6830357142857143,0.7142857142857143,0.0714285714285714,-0.0223214285714286,0.0535714285714286
r3d_18,epic_kitchens,0.6,0.3666666666666666,7.823529411764706,0.6813725490196079,0.3568627450980392,0.3715686274509804,0.3990196078431373,0.0098039215686274,-0.0049019607843137,0.0323529411764706
mc3_18,ucf101,0.25,0.8559405940594059,4.706930693069307,0.941089108910891,0.8534653465346534,0.8539603960396039,0.8603960396039604,0.0024752475247524,0.0019801980198019,0.0044554455445544
mc3_18,ssv2,0.4,0.3242748091603053,7.909618320610687,0.6741984732824428,0.3077862595419847,0.3358778625954198,0.3755725190839695,0.0164885496183205,-0.0116030534351145,0.0512977099236641
mc3_18,hmdb51,0.55,0.7853107344632768,6.901694915254238,0.7581920903954802,0.7774011299435029,0.7864406779661017,0.8,0.0079096045197739,-0.0011299435028249,0.0146892655367232
mc3_18,diving48,0.15,0.3176312247644683,4.161507402422611,0.9865410497981156,0.3149394347240915,0.3162853297442799,0.3647375504710632,0.0026917900403768,0.0013458950201884,0.0471063257065949
mc3_18,autsl,0.5,0.6339972838388411,7.658669081032142,0.6951109099139883,0.6179266636487099,0.6373924852874604,0.666364870982345,0.0160706201901312,-0.0033952014486192,0.0323675871435038
mc3_18,driveact,0.45,0.6941964285714286,6.919642857142857,0.7566964285714286,0.671875,0.6897321428571429,0.703125,0.0223214285714286,0.0044642857142856,0.0089285714285713
mc3_18,epic_kitchens,0.1,0.3647058823529411,4.0,1.0,0.3647058823529411,0.3617647058823529,0.3892156862745098,0.0,0.0029411764705882,0.0245098039215686
r2plus1d_18,ucf101,0.3,0.8900990099009901,4.350495049504951,0.9707920792079208,0.8886138613861386,0.8856435643564357,0.897029702970297,0.0014851485148514,0.0044554455445544,0.0069306930693069
r2plus1d_18,ssv2,0.55,0.4076335877862595,7.480916030534351,0.7099236641221374,0.3789312977099237,0.4256488549618321,0.4790839694656488,0.0287022900763358,-0.0180152671755725,0.0714503816793893
r2plus1d_18,hmdb51,0.65,0.7333333333333333,6.901694915254238,0.7581920903954802,0.7220338983050848,0.7310734463276836,0.7559322033898305,0.0112994350282484,0.0022598870056497,0.0225988700564971
r2plus1d_18,diving48,0.5,0.3633916554508748,7.06864064602961,0.7442799461641992,0.3580080753701211,0.3526244952893674,0.4293405114401076,0.0053835800807536,0.0107671601615073,0.0659488559892328
r2plus1d_18,autsl,0.85,0.7415119963784518,7.905839746491625,0.6745133544590313,0.6942055228610231,0.7593933906745134,0.7928927116342236,0.0473064735174286,-0.0178813942960616,0.0513807152557718
r2plus1d_18,driveact,0.6,0.5959821428571429,6.383928571428571,0.8013392857142857,0.5558035714285714,0.625,0.6473214285714286,0.0401785714285715,-0.029017857142857,0.0513392857142857
r2plus1d_18,epic_kitchens,0.5,0.3480392156862745,7.976470588235294,0.6686274509803921,0.3392156862745098,0.3549019607843137,0.3784313725490196,0.0088235294117646,-0.0068627450980392,0.0303921568627451
slowfast_r50,ucf101,0.3,0.8792079207920792,4.166336633663367,0.986138613861386,0.8787128712871287,0.8757425742574257,0.8871287128712871,0.0004950495049504,0.0034653465346534,0.0079207920792079
slowfast_r50,ssv2,0.3,0.3499236641221374,7.565190839694656,0.7029007633587786,0.2653435114503816,0.4949618320610687,0.5309923664122137,0.0845801526717557,-0.1450381679389313,0.1810687022900763
slowfast_r50,hmdb51,0.75,0.7627118644067796,7.728813559322034,0.6892655367231638,0.6745762711864407,0.7932203389830509,0.8067796610169492,0.0881355932203389,-0.0305084745762712,0.0440677966101695
slowfast_r50,diving48,0.55,0.4656796769851951,7.730820995962315,0.6890982503364738,0.4172274562584118,0.5047106325706595,0.5881561238223418,0.0484522207267832,-0.0390309555854643,0.1224764468371467
slowfast_r50,autsl,0.3,0.5952919873245812,7.639655952919873,0.6966953372566772,0.4146672702580353,0.822544137618832,0.8374830239927569,0.1806247170665459,-0.2272521502942508,0.2421910366681756
slowfast_r50,driveact,0.65,0.6741071428571429,7.883928571428571,0.6763392857142857,0.5691964285714286,0.7254464285714286,0.75,0.1049107142857143,-0.0513392857142857,0.0758928571428571
slowfast_r50,epic_kitchens,0.5,0.3735294117647059,7.623529411764705,0.6980392156862745,0.3480392156862745,0.3941176470588235,0.442156862745098,0.0254901960784313,-0.0205882352941176,0.0686274509803921
timesformer,ucf101,0.55,0.9133663366336634,4.873267326732673,0.9272277227722772,0.9108910891089108,0.9103960396039604,0.9168316831683168,0.0024752475247524,0.0029702970297029,0.0034653465346534
timesformer,ssv2,0.55,0.4250381679389313,7.085190839694657,0.7429007633587786,0.4158778625954198,0.4229007633587786,0.4693129770992366,0.0091603053435114,0.0021374045801526,0.0442748091603053
timesformer,hmdb51,0.4,0.8056497175141243,5.003389830508475,0.9163841807909604,0.7977401129943503,0.7988700564971751,0.823728813559322,0.0079096045197739,0.0067796610169491,0.0180790960451977
timesformer,diving48,0.35,0.3889636608344549,4.7913862718707945,0.9340511440107672,0.386271870794078,0.3822341857335128,0.4616419919246299,0.0026917900403768,0.0067294751009421,0.0726783310901749
timesformer,autsl,0.55,0.6706654594839294,6.357627885921231,0.8035310095065641,0.6627433227704844,0.6677229515617926,0.7093707559981892,0.0079221367134449,0.0029425079221367,0.0387052965142598
timesformer,driveact,0.45,0.6852678571428571,5.392857142857143,0.8839285714285714,0.6696428571428571,0.6763392857142857,0.7142857142857143,0.015625,0.0089285714285713,0.0290178571428572
timesformer,epic_kitchens,0.35,0.3235294117647059,7.882352941176471,0.6764705882352942,0.3186274509803921,0.3225490196078431,0.3392156862745098,0.0049019607843137,0.0009803921568627,0.0156862745098039
vivit,ucf101,0.95,0.9425742574257424,6.572277227722772,0.7856435643564357,0.9376237623762376,0.9425742574257424,0.948019801980198,0.0049504950495049,0.0,0.0054455445544554
vivit,ssv2,0.45,0.3218320610687022,7.949923664122138,0.6708396946564885,0.2680916030534351,0.383206106870229,0.4415267175572519,0.0537404580152671,-0.0613740458015267,0.1196946564885496
vivit,hmdb51,0.8,0.8011299435028248,7.322033898305085,0.7231638418079096,0.7649717514124293,0.8022598870056498,0.8327683615819209,0.0361581920903955,-0.0011299435028249,0.031638418079096
vivit,diving48,0.65,0.4885598923283983,7.423956931359354,0.7146702557200538,0.477792732166891,0.5302826379542396,0.6110363391655451,0.0107671601615073,-0.0417227456258412,0.1224764468371467
vivit,autsl,0.6,0.6722498868266183,7.691263014938887,0.6923947487550928,0.5737890448166592,0.7462652784065188,0.7833861475780897,0.0984608420099591,-0.0740153915799004,0.1111362607514713
vivit,driveact,0.75,0.6428571428571429,7.5625,0.703125,0.5714285714285714,0.6741071428571429,0.6986607142857143,0.0714285714285715,-0.03125,0.0558035714285714
vivit,epic_kitchens,0.4,0.3127450980392157,7.91764705882353,0.6735294117647059,0.3019607843137254,0.3294117647058823,0.3598039215686274,0.0107843137254902,-0.0166666666666666,0.0470588235294117
videomae,ucf101,0.1,0.9594059405940594,4.05940594059406,0.995049504950495,0.9584158415841584,0.9544554455445544,0.9633663366336632,0.0009900990099009,0.0049504950495049,0.0039603960396039
videomae,ssv2,0.55,0.5187786259541984,7.872977099236641,0.6772519083969466,0.4906870229007634,0.5239694656488549,0.5871755725190839,0.028091603053435,-0.0051908396946565,0.0683969465648854
videomae,hmdb51,0.55,0.847457627118644,6.4271186440677965,0.7977401129943503,0.8338983050847457,0.8395480225988701,0.8824858757062147,0.0135593220338983,0.0079096045197739,0.0350282485875707
videomae,diving48,0.65,0.5262449528936743,7.391655450874832,0.7173620457604307,0.5087483176312247,0.4858681022880215,0.6083445491251682,0.0174966352624496,0.0403768506056528,0.0820995962314938
videomae,autsl,0.6,0.7947034857401539,7.767315527387958,0.6860570393843368,0.7505658669081032,0.7958352195563604,0.8352195563603441,0.0441376188320506,-0.0011317338162064,0.0405160706201901
videomae,driveact,0.65,0.6897321428571429,7.696428571428571,0.6919642857142857,0.609375,0.7388392857142857,0.7566964285714286,0.0803571428571429,-0.0491071428571427,0.0669642857142857
videomae,epic_kitchens,0.5,0.3784313725490196,6.023529411764706,0.8313725490196079,0.3676470588235294,0.3774509803921568,0.4196078431372549,0.0107843137254901,0.0009803921568627,0.0411764705882353
