coverage,stride,top1,n,model,dataset
10,1,0.0346420323325635,3464,r3d_18,ssv2
10,2,0.026558891454965358,3464,r3d_18,ssv2
10,4,0.03002309468822171,3464,r3d_18,ssv2
10,8,0.026558891454965358,3464,r3d_18,ssv2
10,16,0.026558891454965358,3464,r3d_18,ssv2
25,1,0.08631639722863742,3464,r3d_18,ssv2
25,2,0.06668591224018476,3464,r3d_18,ssv2
25,4,0.04561200923787529,3464,r3d_18,ssv2
25,8,0.03117782909930716,3464,r3d_18,ssv2
25,16,0.02771362586605081,3464,r3d_18,ssv2
50,1,0.1989574283231972,3453,r3d_18,ssv2
50,2,0.1971627099015634,3454,r3d_18,ssv2
50,4,0.1313277408157362,3457,r3d_18,ssv2
50,8,0.07202776974255135,3457,r3d_18,ssv2
50,16,0.04503464203233257,3464,r3d_18,ssv2
75,1,0.3284952606635071,3376,r3d_18,ssv2
75,2,0.31557134399052694,3378,r3d_18,ssv2
75,4,0.26493199290360736,3382,r3d_18,ssv2
75,8,0.12970588235294117,3400,r3d_18,ssv2
75,16,0.0657126168224299,3424,r3d_18,ssv2
100,1,0.3712977099236641,3275,r3d_18,ssv2
100,2,0.37126296522269675,3278,r3d_18,ssv2
100,4,0.3242092457420925,3288,r3d_18,ssv2
100,8,0.16954807400667274,3297,r3d_18,ssv2
100,16,0.0894357743097239,3332,r3d_18,ssv2
