coverage,stride,top1,n,model,dataset
10,1,0.04561200923787529,3464,vivit,ssv2
10,2,0.036662817551963045,3464,vivit,ssv2
10,4,0.034064665127020784,3464,vivit,ssv2
10,8,0.032043879907621246,3464,vivit,ssv2
10,16,0.032043879907621246,3464,vivit,ssv2
25,1,0.0918013856812933,3464,vivit,ssv2
25,2,0.07303695150115473,3464,vivit,ssv2
25,4,0.054272517321016164,3464,vivit,ssv2
25,8,0.03983833718244804,3464,vivit,ssv2
25,16,0.033775981524249425,3464,vivit,ssv2
50,1,0.2371850564726325,3453,vivit,ssv2
50,2,0.18413433700057905,3454,vivit,ssv2
50,4,0.11686433323691062,3457,vivit,ssv2
50,8,0.06711021116575065,3457,vivit,ssv2
50,16,0.04330254041570439,3464,vivit,ssv2
75,1,0.36196682464454977,3376,vivit,ssv2
75,2,0.31793960923623443,3378,vivit,ssv2
75,4,0.20136014192785334,3382,vivit,ssv2
75,8,0.10676470588235294,3400,vivit,ssv2
75,16,0.06220794392523365,3424,vivit,ssv2
100,1,0.383206106870229,3275,vivit,ssv2
100,2,0.3627211714460037,3278,vivit,ssv2
100,4,0.2679440389294404,3288,vivit,ssv2
100,8,0.14983318168031542,3297,vivit,ssv2
100,16,0.07683073229291716,3332,vivit,ssv2
