coverage,stride,top1,n,model,dataset
10,1,0.7366336633663366,2020,mc3_18,ucf101
10,2,0.7237623762376237,2020,mc3_18,ucf101
10,4,0.696039603960396,2020,mc3_18,ucf101
10,8,0.655940594059406,2020,mc3_18,ucf101
10,16,0.6193069306930693,2020,mc3_18,ucf101
25,1,0.7970297029702971,2020,mc3_18,ucf101
25,2,0.7915841584158416,2020,mc3_18,ucf101
25,4,0.7747524752475248,2020,mc3_18,ucf101
25,8,0.7356435643564356,2020,mc3_18,ucf101
25,16,0.6846534653465347,2020,mc3_18,ucf101
50,1,0.8217821782178217,2020,mc3_18,ucf101
50,2,0.8173267326732673,2020,mc3_18,ucf101
50,4,0.8178217821782178,2020,mc3_18,ucf101
50,8,0.7950495049504951,2020,mc3_18,ucf101
50,16,0.7445544554455445,2020,mc3_18,ucf101
75,1,0.8287128712871287,2020,mc3_18,ucf101
75,2,0.8272277227722772,2020,mc3_18,ucf101
75,4,0.8292079207920792,2020,mc3_18,ucf101
75,8,0.8173267326732673,2020,mc3_18,ucf101
75,16,0.7821782178217822,2020,mc3_18,ucf101
100,1,0.8341584158415841,2020,mc3_18,ucf101
100,2,0.8321782178217821,2020,mc3_18,ucf101
100,4,0.8346534653465346,2020,mc3_18,ucf101
100,8,0.8306930693069307,2020,mc3_18,ucf101
100,16,0.804950495049505,2020,mc3_18,ucf101
