coverage,stride,top1,n
10,1,0.0207852193995381,3464
10,2,0.0184757505773672,3464
10,4,0.0173210161662817,3464
10,8,0.016743648960739,3464
10,16,0.016743648960739,3464
25,1,0.0505196304849884,3464
25,2,0.0383949191685912,3464
25,4,0.0265588914549653,3464
25,8,0.0210739030023094,3464
25,16,0.016743648960739,3464
50,1,0.1598609904430929,3453
50,2,0.1103068905616676,3454
50,4,0.0595892392247613,3457
50,8,0.0352907144923343,3457
50,16,0.023094688221709,3464
75,1,0.2701421800947867,3376
75,2,0.2300177619893428,3378
75,4,0.1114725014784151,3382
75,8,0.0526470588235294,3400
75,16,0.032126168224299,3424
100,1,0.3123664122137404,3275
100,2,0.2715070164734594,3278
100,4,0.1338199513381995,3288
100,8,0.0591446769790718,3297
100,16,0.0369147659063625,3332
