config,top1,n,mean_distinct,model,dataset,mode,budget
k16_box,0.7782178217821782,2020,16.0,mc3_18,ucf101,antialias,16
k16_point,0.8539603960396039,2020,16.0,mc3_18,ucf101,antialias,16
k1_box,0.39603960396039606,2020,1.0,mc3_18,ucf101,antialias,16
k1_point,0.6267326732673267,2020,1.0,mc3_18,ucf101,antialias,16
k2_box,0.43465346534653465,2020,2.0,mc3_18,ucf101,antialias,16
k2_point,0.6975247524752475,2020,2.0,mc3_18,ucf101,antialias,16
k4_box,0.5440594059405941,2020,4.0,mc3_18,ucf101,antialias,16
k4_point,0.7544554455445545,2020,4.0,mc3_18,ucf101,antialias,16
k8_box,0.6935643564356435,2020,8.0,mc3_18,ucf101,antialias,16
k8_point,0.8247524752475247,2020,8.0,mc3_18,ucf101,antialias,16
