config,top1,n,mean_distinct,model,dataset,mode,budget
k16_box,0.454125,8000,15.999875,mc3_18,kinetics400,antialias,16
k16_point,0.555125,8000,15.999875,mc3_18,kinetics400,antialias,16
k1_box,0.139625,8000,1.0,mc3_18,kinetics400,antialias,16
k1_point,0.319125,8000,1.0,mc3_18,kinetics400,antialias,16
k2_box,0.170375,8000,2.0,mc3_18,kinetics400,antialias,16
k2_point,0.414125,8000,2.0,mc3_18,kinetics400,antialias,16
k4_box,0.265125,8000,4.0,mc3_18,kinetics400,antialias,16
k4_point,0.506625,8000,4.0,mc3_18,kinetics400,antialias,16
k8_box,0.36175,8000,8.0,mc3_18,kinetics400,antialias,16
k8_point,0.554375,8000,8.0,mc3_18,kinetics400,antialias,16
