coverage,stride,top1,n,model,dataset
10,1,0.006337709370755998,4418,slowfast_r50,autsl
10,2,0.005432322317790856,4418,slowfast_r50,autsl
10,4,0.004074241738343142,4418,slowfast_r50,autsl
10,8,0.0047532820280669985,4418,slowfast_r50,autsl
10,16,0.0047532820280669985,4418,slowfast_r50,autsl
25,1,0.023087369850611137,4418,slowfast_r50,autsl
25,2,0.01923947487550928,4418,slowfast_r50,autsl
25,4,0.01244907197827071,4418,slowfast_r50,autsl
25,8,0.011317338162064282,4418,slowfast_r50,autsl
25,16,0.007243096423721141,4418,slowfast_r50,autsl
50,1,0.08103214124038026,4418,slowfast_r50,autsl
50,2,0.15233137166138525,4418,slowfast_r50,autsl
50,4,0.06450882752376641,4418,slowfast_r50,autsl
50,8,0.02648257129923042,4418,slowfast_r50,autsl
50,16,0.015391579900407425,4418,slowfast_r50,autsl
75,1,0.1987324581258488,4418,slowfast_r50,autsl
75,2,0.2670891806247171,4418,slowfast_r50,autsl
75,4,0.15233137166138525,4418,slowfast_r50,autsl
75,8,0.0488909008601177,4418,slowfast_r50,autsl
75,16,0.02557718424626528,4418,slowfast_r50,autsl
100,1,0.32571299230421,4418,slowfast_r50,autsl
100,2,0.3180172023540063,4418,slowfast_r50,autsl
100,4,0.13626075147125397,4418,slowfast_r50,autsl
100,8,0.03576278859212313,4418,slowfast_r50,autsl
100,16,0.011770031688546853,4418,slowfast_r50,autsl
