config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.35262449528936746,743,16.0,r2plus1d_18,diving48,covstride,16
cov100_s16,0.19515477792732167,743,7.421265141318977,r2plus1d_18,diving48,covstride,16
cov100_s2,0.3633916554508748,743,15.994616419919247,r2plus1d_18,diving48,covstride,16
cov100_s4,0.3566621803499327,743,15.707940780619111,r2plus1d_18,diving48,covstride,16
cov100_s8,0.31763122476446837,743,12.825033647375506,r2plus1d_18,diving48,covstride,16
cov10_s1,0.06729475100942127,743,10.682368775235531,r2plus1d_18,diving48,covstride,16
cov10_s16,0.06056527590847914,743,1.1197846567967698,r2plus1d_18,diving48,covstride,16
cov10_s2,0.06594885598923284,743,5.816958277254374,r2plus1d_18,diving48,covstride,16
cov10_s4,0.06191117092866756,743,3.154777927321669,r2plus1d_18,diving48,covstride,16
cov10_s8,0.06056527590847914,743,1.8115746971736204,r2plus1d_18,diving48,covstride,16
cov25_s1,0.10363391655450875,743,15.662180349932706,r2plus1d_18,diving48,covstride,16
cov25_s16,0.06864064602960969,743,2.1857335127860025,r2plus1d_18,diving48,covstride,16
cov25_s2,0.10228802153432032,743,12.648721399730821,r2plus1d_18,diving48,covstride,16
cov25_s4,0.09690444145356662,743,7.289367429340511,r2plus1d_18,diving48,covstride,16
cov25_s8,0.07806191117092867,743,3.8977119784656797,r2plus1d_18,diving48,covstride,16
cov50_s1,0.2193808882907133,743,15.99192462987887,r2plus1d_18,diving48,covstride,16
cov50_s16,0.07806191117092867,743,3.9434724091520863,r2plus1d_18,diving48,covstride,16
cov50_s2,0.2018842530282638,743,15.670255720053836,r2plus1d_18,diving48,covstride,16
cov50_s4,0.19784656796769853,743,12.7442799461642,r2plus1d_18,diving48,covstride,16
cov50_s8,0.14131897711978467,743,7.36742934051144,r2plus1d_18,diving48,covstride,16
cov75_s1,0.34589502018842533,743,16.0,r2plus1d_18,diving48,covstride,16
cov75_s16,0.1386271870794078,743,5.697173620457605,r2plus1d_18,diving48,covstride,16
cov75_s2,0.3283983849259758,743,15.971736204576043,r2plus1d_18,diving48,covstride,16
cov75_s4,0.3243606998654105,743,14.98250336473755,r2plus1d_18,diving48,covstride,16
cov75_s8,0.2489905787348587,743,10.502018842530283,r2plus1d_18,diving48,covstride,16
