coverage,stride,top1,n,model,dataset
10,1,0.05114401076716016,743,slowfast_r50,diving48
10,2,0.05652759084791386,743,slowfast_r50,diving48
10,4,0.05114401076716016,743,slowfast_r50,diving48
10,8,0.033647375504710635,743,slowfast_r50,diving48
10,16,0.03095558546433378,743,slowfast_r50,diving48
25,1,0.06594885598923284,743,slowfast_r50,diving48
25,2,0.06594885598923284,743,slowfast_r50,diving48
25,4,0.08882907133243607,743,slowfast_r50,diving48
25,8,0.05383580080753701,743,slowfast_r50,diving48
25,16,0.03633916554508748,743,slowfast_r50,diving48
50,1,0.1655450874831763,743,slowfast_r50,diving48
50,2,0.15746971736204576,743,slowfast_r50,diving48
50,4,0.1278600269179004,743,slowfast_r50,diving48
50,8,0.10901749663526245,743,slowfast_r50,diving48
50,16,0.05652759084791386,743,slowfast_r50,diving48
75,1,0.2557200538358008,743,slowfast_r50,diving48
75,2,0.23283983849259757,743,slowfast_r50,diving48
75,4,0.19380888290713325,743,slowfast_r50,diving48
75,8,0.13324360699865412,743,slowfast_r50,diving48
75,16,0.06998654104979811,743,slowfast_r50,diving48
100,1,0.24764468371467024,743,slowfast_r50,diving48
100,2,0.24764468371467024,743,slowfast_r50,diving48
100,4,0.19246298788694483,743,slowfast_r50,diving48
100,8,0.11843876177658143,743,slowfast_r50,diving48
100,16,0.063257065948856,743,slowfast_r50,diving48
