coverage,stride,top1,n
10,1,0.0117700316885468,4418
10,2,0.0092802172928927,4418
10,4,0.0058850158442734,4418
10,8,0.0040742417383431,4418
10,16,0.0040742417383431,4418
25,1,0.0366681756450882,4418
25,2,0.0373472159348121,4418
25,4,0.0217292892711634,4418
25,8,0.0129017655047532,4418
25,16,0.0043005885015844,4418
50,1,0.2550928021729289,4418
50,2,0.2711634223630602,4418
50,4,0.3365776369397917,4418
50,8,0.1269805341783612,4418
50,16,0.0527387958352195,4418
75,1,0.6727025803531009,4418
75,2,0.6570846536894522,4418
75,4,0.7095971027614305,4418
75,8,0.2947034857401539,4418
75,16,0.1154368492530556,4418
100,1,0.8438207333635129,4418
100,2,0.8415572657311,4418
100,4,0.768673607967406,4418
100,8,0.2892711634223631,4418
100,16,0.0851063829787234,4418
