dataset,split,video_id,video_path,label_id,budget,coverage,stride,pred_id,correct_top1,correct_top5,confidence,decode_time_s,inference_time_s,total_time_s,source_frames,candidate_frames,processed_frames,model_input_frames,skipped,error
diving48,val,Le6xdQ2OO8w_00124,data/Diving48_data/videos/Le6xdQ2OO8w_00124.mp4,0,16,50,4,1,False,False,0.3186700642108917,0.0252205659635365,0.001308947212237399,0.786134900059551,106,14,16,16,False,
diving48,val,bl0C6d9QgIg_00021,data/Diving48_data/videos/bl0C6d9QgIg_00021.mp4,0,16,50,4,19,False,False,0.7801504731178284,0.015613452065736055,0.001308947212237399,0.7580961820203811,51,7,16,16,False,
diving48,val,mGRum47TLX0_00045,data/Diving48_data/videos/mGRum47TLX0_00045.mp4,0,16,50,4,15,False,False,0.13269740343093872,0.02795663708820939,0.001308947212237399,0.7401920589618385,211,16,16,16,False,
diving48,val,L_SB1PRgDTE_00029,data/Diving48_data/videos/L_SB1PRgDTE_00029.mp4,0,16,50,4,0,True,True,0.4244702160358429,0.020533358911052346,0.001308947212237399,0.710435088025406,87,11,16,16,False,
diving48,val,Le6xdQ2OO8w_00154,data/Diving48_data/videos/Le6xdQ2OO8w_00154.mp4,0,16,50,4,3,False,False,0.3518296480178833,0.02053311513736844,0.001308947212237399,0.6869647591374815,113,14,16,16,False,
diving48,val,Le6xdQ2OO8w_00127,data/Diving48_data/videos/Le6xdQ2OO8w_00127.mp4,0,16,50,4,8,False,False,0.6215165853500366,0.022534970892593265,0.001308947212237399,0.6642519808374345,161,16,16,16,False,
diving48,val,Le6xdQ2OO8w_00121,data/Diving48_data/videos/Le6xdQ2OO8w_00121.mp4,0,16,50,4,15,False,False,0.18655554950237274,0.020708530908450484,0.001308947212237399,0.6394609750714153,110,14,16,16,False,
diving48,val,Le6xdQ2OO8w_00119,data/Diving48_data/videos/Le6xdQ2OO8w_00119.mp4,0,16,50,4,15,False,False,0.738450288772583,0.022028872976079583,0.001308947212237399,0.6159821110777557,130,16,16,16,False,
diving48,val,bSsVWVfYU4w_00118,data/Diving48_data/videos/bSsVWVfYU4w_00118.mp4,0,16,50,4,4,False,False,0.17135664820671082,0.020901595940813422,0.001308947212237399,0.5918971130158752,151,16,16,16,False,
diving48,val,bl0C6d9QgIg_00022,data/Diving48_data/videos/bl0C6d9QgIg_00022.mp4,0,16,50,4,24,False,False,0.8417825698852539,0.01699321297928691,0.001308947212237399,0.569664403097704,96,12,16,16,False,
diving48,val,bl0C6d9QgIg_00017,data/Diving48_data/videos/bl0C6d9QgIg_00017.mp4,0,16,50,4,36,False,False,0.3971608281135559,0.026401287177577615,0.001308947212237399,0.5510645669419318,250,16,16,16,False,
diving48,val,bl0C6d9QgIg_00023,data/Diving48_data/videos/bl0C6d9QgIg_00023.mp4,0,16,50,4,3,False,True,0.5738662481307983,0.025974401040002704,0.001308947212237399,0.5234988068696111,90,12,16,16,False,
diving48,val,bSsVWVfYU4w_00086,data/Diving48_data/videos/bSsVWVfYU4w_00086.mp4,0,16,50,4,31,False,False,0.210715651512146,0.014272041851654649,0.001308947212237399,0.4957859320566058,53,7,16,16,False,
diving48,val,bSsVWVfYU4w_00169,data/Diving48_data/videos/bSsVWVfYU4w_00169.mp4,0,16,50,4,0,True,True,0.6088001728057861,0.021112494869157672,0.001308947212237399,0.4799221809953451,141,16,16,16,False,
diving48,val,MbzIpx8kAD0_00025,data/Diving48_data/videos/MbzIpx8kAD0_00025.mp4,0,16,50,4,31,False,False,0.13159088790416718,0.01718353107571602,0.001308947212237399,0.4572248950134963,96,12,16,16,False,
diving48,val,ovWCmIMMkRI_00055,data/Diving48_data/videos/ovWCmIMMkRI_00055.mp4,0,16,50,4,35,False,False,0.41232046484947205,0.0172381061129272,0.001308947212237399,0.43772533000446856,88,11,16,16,False,
diving48,val,Le6xdQ2OO8w_00139,data/Diving48_data/videos/Le6xdQ2OO8w_00139.mp4,0,16,50,4,8,False,False,0.31641578674316406,0.022211162140592933,0.001308947212237399,0.41928537492640316,150,16,16,16,False,
diving48,val,Le6xdQ2OO8w_00160,data/Diving48_data/videos/Le6xdQ2OO8w_00160.mp4,0,16,50,4,21,False,False,0.18603703379631042,0.019761794013902545,0.001308947212237399,0.3951900110114366,105,13,16,16,False,
diving48,val,Le6xdQ2OO8w_00120,data/Diving48_data/videos/Le6xdQ2OO8w_00120.mp4,0,16,50,4,19,False,False,0.18853242695331573,0.019358523888513446,0.001308947212237399,0.3740930010098964,96,12,16,16,False,
diving48,val,zmacW6f2Tdk_00048,data/Diving48_data/videos/zmacW6f2Tdk_00048.mp4,0,16,50,4,18,False,False,0.3737199008464813,0.016625097021460533,0.001308947212237399,0.35285812919028103,93,12,16,16,False,
diving48,val,cs8g1es4vfM_00034,data/Diving48_data/videos/cs8g1es4vfM_00034.mp4,1,16,50,4,31,False,False,0.2773776352405548,0.017365733860060573,0.001308947212237399,0.33402094105258584,64,8,16,16,False,
diving48,val,cs8g1es4vfM_00043,data/Diving48_data/videos/cs8g1es4vfM_00043.mp4,1,16,50,4,33,False,False,0.4227624535560608,0.016726166009902954,0.001308947212237399,0.31417747400701046,93,12,16,16,False,
diving48,val,CVAfPfVFulQ_00076,data/Diving48_data/videos/CVAfPfVFulQ_00076.mp4,1,16,50,4,1,True,True,0.20152217149734497,0.019081993028521538,0.001308947212237399,0.2961309729143977,92,12,16,16,False,
diving48,val,yHo2oERGo7A_00056,data/Diving48_data/videos/yHo2oERGo7A_00056.mp4,1,16,50,4,46,False,False,0.6424375772476196,0.026236046105623245,0.001308947212237399,0.2744954212103039,122,16,16,16,False,
diving48,val,ovWCmIMMkRI_00058,data/Diving48_data/videos/ovWCmIMMkRI_00058.mp4,1,16,50,4,7,False,False,0.9595693349838257,0.019533716840669513,0.001308947212237399,0.24638686701655388,105,13,16,16,False,
