coverage,stride,top1,n,model,dataset
10,1,0.7584158415841584,2020,videomae,ucf101
10,2,0.7628712871287129,2020,videomae,ucf101
10,4,0.7371287128712871,2020,videomae,ucf101
10,8,0.6767326732673268,2020,videomae,ucf101
10,16,0.55,2020,videomae,ucf101
25,1,0.8594059405940594,2020,videomae,ucf101
25,2,0.8559405940594059,2020,videomae,ucf101
25,4,0.8648514851485148,2020,videomae,ucf101
25,8,0.8242574257425742,2020,videomae,ucf101
25,16,0.7331683168316832,2020,videomae,ucf101
50,1,0.9252475247524753,2020,videomae,ucf101
50,2,0.9257425742574258,2020,videomae,ucf101
50,4,0.9237623762376238,2020,videomae,ucf101
50,8,0.9054455445544555,2020,videomae,ucf101
50,16,0.8415841584158416,2020,videomae,ucf101
75,1,0.9514851485148514,2020,videomae,ucf101
75,2,0.9534653465346534,2020,videomae,ucf101
75,4,0.9529702970297029,2020,videomae,ucf101
75,8,0.9455445544554455,2020,videomae,ucf101
75,16,0.8985148514851485,2020,videomae,ucf101
100,1,0.9544554455445544,2020,videomae,ucf101
100,2,0.9559405940594059,2020,videomae,ucf101
100,4,0.9584158415841584,2020,videomae,ucf101
100,8,0.9554455445544554,2020,videomae,ucf101
100,16,0.9198019801980198,2020,videomae,ucf101
