video_id,label_id,source_frames,distinct_frames,model_input_frames,coverage,stride,config,correct_top1,confidence,model,dataset
v_ApplyEyeMakeup_g07_c04,0,142,14,32,10,1,cov10_s1,True,0.9996565580368042,slowfast_r50,ucf101
v_ApplyEyeMakeup_g02_c02,0,146,15,32,10,1,cov10_s1,True,0.9999655485153198,slowfast_r50,ucf101
v_ApplyEyeMakeup_g01_c02,0,123,12,32,10,1,cov10_s1,True,0.9976843595504761,slowfast_r50,ucf101
v_ApplyEyeMakeup_g04_c02,0,132,13,32,10,1,cov10_s1,True,0.999987006187439,slowfast_r50,ucf101
v_ApplyEyeMakeup_g03_c06,0,152,15,32,10,1,cov10_s1,False,0.9477659463882446,slowfast_r50,ucf101
v_ApplyEyeMakeup_g03_c05,0,146,15,32,10,1,cov10_s1,True,0.999731719493866,slowfast_r50,ucf101
v_ApplyEyeMakeup_g02_c03,0,216,22,32,10,1,cov10_s1,True,0.9999877214431763,slowfast_r50,ucf101
v_ApplyEyeMakeup_g02_c01,0,170,17,32,10,1,cov10_s1,True,0.9993177652359009,slowfast_r50,ucf101
v_ApplyEyeMakeup_g06_c05,0,281,28,32,10,1,cov10_s1,True,0.998369038105011,slowfast_r50,ucf101
v_ApplyEyeMakeup_g01_c06,0,122,12,32,10,1,cov10_s1,True,0.9821563363075256,slowfast_r50,ucf101
v_ApplyEyeMakeup_g05_c05,0,227,23,32,10,1,cov10_s1,True,0.9995021820068359,slowfast_r50,ucf101
v_ApplyEyeMakeup_g01_c03,0,259,26,32,10,1,cov10_s1,True,0.9811582565307617,slowfast_r50,ucf101
v_ApplyEyeMakeup_g07_c05,0,98,10,32,10,1,cov10_s1,True,0.9951882362365723,slowfast_r50,ucf101
v_ApplyEyeMakeup_g06_c03,0,245,24,32,10,1,cov10_s1,True,0.9998202919960022,slowfast_r50,ucf101
v_ApplyEyeMakeup_g06_c07,0,167,17,32,10,1,cov10_s1,True,0.9995245933532715,slowfast_r50,ucf101
v_ApplyEyeMakeup_g07_c06,0,162,16,32,10,1,cov10_s1,True,0.9844926595687866,slowfast_r50,ucf101
v_ApplyEyeMakeup_g04_c01,0,126,13,32,10,1,cov10_s1,True,0.9998517036437988,slowfast_r50,ucf101
v_ApplyEyeMakeup_g04_c04,0,181,18,32,10,1,cov10_s1,True,0.9999687671661377,slowfast_r50,ucf101
v_ApplyEyeMakeup_g01_c01,0,164,16,32,10,1,cov10_s1,True,0.9959602952003479,slowfast_r50,ucf101
v_ApplyEyeMakeup_g07_c07,0,114,11,32,10,1,cov10_s1,True,0.9996744394302368,slowfast_r50,ucf101
v_ApplyLipstick_g03_c04,1,142,14,32,10,1,cov10_s1,True,0.9824392795562744,slowfast_r50,ucf101
v_ApplyLipstick_g05_c05,1,156,16,32,10,1,cov10_s1,True,0.9982813596725464,slowfast_r50,ucf101
v_ApplyLipstick_g05_c03,1,113,11,32,10,1,cov10_s1,True,0.9994478821754456,slowfast_r50,ucf101
v_ApplyLipstick_g07_c03,1,226,23,32,10,1,cov10_s1,True,0.9997785687446594,slowfast_r50,ucf101
v_ApplyLipstick_g04_c05,1,169,17,32,10,1,cov10_s1,True,0.9993682503700256,slowfast_r50,ucf101
v_ApplyLipstick_g04_c01,1,98,10,32,10,1,cov10_s1,True,0.9999959468841553,slowfast_r50,ucf101
v_ApplyLipstick_g02_c03,1,98,10,32,10,1,cov10_s1,True,0.9330071210861206,slowfast_r50,ucf101
v_ApplyLipstick_g04_c02,1,144,14,32,10,1,cov10_s1,True,0.9999680519104004,slowfast_r50,ucf101
v_ApplyLipstick_g05_c01,1,177,18,32,10,1,cov10_s1,True,0.9937350153923035,slowfast_r50,ucf101
v_ApplyLipstick_g02_c04,1,185,18,32,10,1,cov10_s1,True,0.9972479939460754,slowfast_r50,ucf101
v_ApplyLipstick_g01_c01,1,149,15,32,10,1,cov10_s1,True,0.9999116659164429,slowfast_r50,ucf101
v_ApplyLipstick_g02_c01,1,127,13,32,10,1,cov10_s1,True,0.9737374782562256,slowfast_r50,ucf101
v_ApplyLipstick_g06_c04,1,523,32,32,10,1,cov10_s1,True,0.9999305009841919,slowfast_r50,ucf101
v_ApplyLipstick_g03_c02,1,108,11,32,10,1,cov10_s1,True,0.8932852745056152,slowfast_r50,ucf101
v_ApplyLipstick_g07_c01,1,270,27,32,10,1,cov10_s1,True,0.9995352029800415,slowfast_r50,ucf101
v_ApplyLipstick_g01_c05,1,213,21,32,10,1,cov10_s1,True,0.9997707009315491,slowfast_r50,ucf101
v_ApplyLipstick_g02_c02,1,118,12,32,10,1,cov10_s1,True,0.9854577779769897,slowfast_r50,ucf101
v_ApplyLipstick_g07_c04,1,163,16,32,10,1,cov10_s1,True,0.9988214373588562,slowfast_r50,ucf101
v_ApplyLipstick_g07_c02,1,125,12,32,10,1,cov10_s1,True,0.9542054533958435,slowfast_r50,ucf101
v_ApplyLipstick_g01_c02,1,160,16,32,10,1,cov10_s1,True,0.9995989203453064,slowfast_r50,ucf101
v_Archery_g01_c06,2,108,11,32,10,1,cov10_s1,True,0.968195915222168,slowfast_r50,ucf101
v_Archery_g05_c01,2,455,32,32,10,1,cov10_s1,True,0.984904944896698,slowfast_r50,ucf101
v_Archery_g01_c07,2,143,14,32,10,1,cov10_s1,True,0.9986288547515869,slowfast_r50,ucf101
v_Archery_g04_c04,2,135,14,32,10,1,cov10_s1,True,0.954274594783783,slowfast_r50,ucf101
v_Archery_g07_c03,2,51,5,32,10,1,cov10_s1,False,0.19893845915794373,slowfast_r50,ucf101
v_Archery_g03_c03,2,125,12,32,10,1,cov10_s1,False,0.7093309760093689,slowfast_r50,ucf101
v_Archery_g01_c03,2,158,16,32,10,1,cov10_s1,True,0.9998834133148193,slowfast_r50,ucf101
v_Archery_g06_c01,2,81,8,32,10,1,cov10_s1,True,0.999992847442627,slowfast_r50,ucf101
v_Archery_g02_c01,2,158,16,32,10,1,cov10_s1,True,1.0,slowfast_r50,ucf101
v_Archery_g07_c05,2,64,6,32,10,1,cov10_s1,True,0.43603694438934326,slowfast_r50,ucf101
v_Archery_g06_c06,2,132,13,32,10,1,cov10_s1,True,0.9999932050704956,slowfast_r50,ucf101
v_Archery_g03_c04,2,138,14,32,10,1,cov10_s1,False,0.997545063495636,slowfast_r50,ucf101
v_Archery_g02_c03,2,138,14,32,10,1,cov10_s1,True,0.9996102452278137,slowfast_r50,ucf101
v_Archery_g05_c03,2,488,32,32,10,1,cov10_s1,True,0.9952226281166077,slowfast_r50,ucf101
v_Archery_g04_c02,2,173,17,32,10,1,cov10_s1,True,0.5580824017524719,slowfast_r50,ucf101
