coverage,stride,top1,n,model,dataset
10,1,0.01244907197827071,4418,mc3_18,autsl
10,2,0.011317338162064282,4418,mc3_18,autsl
10,4,0.007922136713444997,4418,mc3_18,autsl
10,8,0.007016749660479855,4418,mc3_18,autsl
10,16,0.007016749660479855,4418,mc3_18,autsl
25,1,0.07333635129017656,4418,mc3_18,autsl
25,2,0.07016749660479855,4418,mc3_18,autsl
25,4,0.05115436849253056,4418,mc3_18,autsl
25,8,0.027840651878678135,4418,mc3_18,autsl
25,16,0.016749660479855138,4418,mc3_18,autsl
50,1,0.41081937528293344,4418,mc3_18,autsl
50,2,0.4119511090991399,4418,mc3_18,autsl
50,4,0.3893164327750113,4418,mc3_18,autsl
50,8,0.24535989135355366,4418,mc3_18,autsl
50,16,0.12109551833408783,4418,mc3_18,autsl
75,1,0.6278859212313264,4418,mc3_18,autsl
75,2,0.6233589859665006,4418,mc3_18,autsl
75,4,0.6138524219103667,4418,mc3_18,autsl
75,8,0.45178813942960616,4418,mc3_18,autsl
75,16,0.24015391579900408,4418,mc3_18,autsl
100,1,0.6609325486645541,4418,mc3_18,autsl
100,2,0.6525577184246265,4418,mc3_18,autsl
100,4,0.6416930737890448,4418,mc3_18,autsl
100,8,0.4950203712086917,4418,mc3_18,autsl
100,16,0.2492077863286555,4418,mc3_18,autsl
