video_id,fde_mean,fde_std,fde_max,fde_entropy,dct_hf_ratio,hog_entropy,temporal_skew
124985,0.0709792748093605,0.05462134629487991,0.16313189268112183,1.0042428520927982,0.0004353737458586693,2.6625308171311928,0.2417484074831009
202728,0.10248173773288727,0.03429542854428291,0.1714049130678177,0.7963120248049346,0.001017690054140985,2.50064160099018,0.666056215763092
96201,0.06719597429037094,0.05872408673167229,0.16295477747917175,0.9557002714290622,0.0007140097441151738,2.8073711555453027,0.44115087389945984
127985,0.037110745906829834,0.030406901612877846,0.09203048050403595,0.5982700044966733,0.0033777430653572083,2.788250139095009,0.6643587946891785
452,0.18415780365467072,0.07589704543352127,0.3125765919685364,1.2770346051050265,0.0019912114366889,2.345801183462534,-0.0015016283141449094
127582,0.02598545327782631,0.01497304905205965,0.05536535009741783,4.5783951417940376e-07,0.0007104228134267032,2.8141569412480667,0.5944241881370544
29322,0.07030074298381805,0.02180098555982113,0.09794730693101883,0.6829085184168338,0.0015488050412386656,2.6703639386044555,0.13653253018856049
84862,0.02256953716278076,0.015345035120844841,0.05751187354326248,4.5783951417940376e-07,0.00041045169928111136,2.7519968835749493,1.4573023319244385
31068,0.043066538870334625,0.04129922389984131,0.12190946936607361,0.5982700044966733,0.0006781365373171866,2.6268725283513743,0.7781630754470825
52001,0.045939743518829346,0.04486103355884552,0.13030311465263367,0.9557002714290622,0.0002726643579080701,2.5395590485786084,0.7312256693840027
173624,0.08542241156101227,0.031676825135946274,0.15436676144599915,0.9557002714290622,0.00020084105199202895,2.260388679411232,1.276415467262268
139316,0.0645747110247612,0.028086066246032715,0.1066674292087555,0.6829085184168338,0.000581677071750164,2.776630720672431,-0.2476225197315216
115580,0.05219343677163124,0.015230488032102585,0.08028014004230499,0.5982700044966733,0.002673141425475478,2.7710030258508604,0.631830096244812
178680,0.20056608319282532,0.12834389507770538,0.35537779331207275,1.5498263581172549,5.0285609177080914e-05,2.2974645025011435,-0.0866578221321106
19099,0.09670170396566391,0.05413854867219925,0.19612056016921997,1.1537422917373237,0.003803996602073312,2.7394855063467727,0.5364179015159607
125063,0.1345638781785965,0.0414869599044323,0.18687768280506134,0.5982700044966733,0.001014837296679616,2.74939665734743,-0.5843582153320312
58070,0.03948226198554039,0.014526081271469593,0.05902937427163124,4.5783951417940376e-07,0.00019371382950339466,2.731202986446746,-0.04804760962724686
209612,0.07778484374284744,0.022005051374435425,0.11427504569292068,0.5982700044966733,0.0008766560349613428,2.7986505130981225,0.388898104429245
180665,0.07146741449832916,0.03734954819083214,0.12194105982780457,0.5982700044966733,0.0001740052830427885,2.608859142354028,-0.40079671144485474
183847,0.14906597137451172,0.03700797259807587,0.19940735399723053,1.0789925847967654,0.0010632207849994302,2.804075732255405,0.031650952994823456
144373,0.09304958581924438,0.02836090512573719,0.1513260155916214,0.41011673923022207,0.0016702001448720694,2.7948633965320147,1.0414230823516846
46338,0.0335223563015461,0.029851902276277542,0.08219017833471298,0.5982700044966733,0.00011074761277996004,2.6463748132907483,0.5998377203941345
29614,0.08662944287061691,0.02400541491806507,0.10770431160926819,0.41011673923022207,0.00039337819907814264,2.763091277843685,-1.3084136247634888
81179,0.05800849571824074,0.01510119903832674,0.08306238800287247,0.6829085184168338,0.007582295220345259,2.8031859256632012,-0.08190066367387772
11214,0.04447544366121292,0.007384878117591143,0.05987285450100899,4.5783951417940376e-07,0.0002527472097426653,2.5526845865382506,0.9759508371353149
18873,0.018472760915756226,0.0051442221738398075,0.025169461965560913,4.5783951417940376e-07,9.749534365255386e-05,2.2507573097330393,-0.11930499970912933
187095,0.045389093458652496,0.021923953667283058,0.07736385613679886,0.5982700044966733,0.00014715503493789583,2.754850890140829,0.11315096914768219
188902,0.013185783289372921,0.004510934464633465,0.022423598915338516,4.5783951417940376e-07,0.00028235165518708527,2.803009578035876,0.7898248434066772
3503,0.02303607203066349,0.009354534558951855,0.03368087485432625,4.5783951417940376e-07,0.0008390065631829202,2.4020767486297108,-0.7293180823326111
148626,0.022416075691580772,0.008898063562810421,0.03718500956892967,4.5783951417940376e-07,0.000762615236453712,2.684496343038274,0.18346838653087616
2367,0.005752965342253447,0.0017347526736557484,0.009093520231544971,4.5783951417940376e-07,0.0003670545411296189,2.450335595027674,0.3925916850566864
165149,0.04054703935980797,0.022294972091913223,0.0660386011004448,0.41011673923022207,0.004961817525327206,2.782267984925147,-0.4652961194515228
180161,0.036641888320446014,0.009744620881974697,0.04953373968601227,4.5783951417940376e-07,0.0009568058303557336,2.6133019851081825,-0.5134352445602417
185615,0.05698775500059128,0.006102738901972771,0.06552159786224365,0.5982700044966733,0.006039866246283054,2.803264877663488,0.053161006420850754
78170,0.12758788466453552,0.03192911669611931,0.20014265179634094,0.41011673923022207,0.0023972010239958763,2.7977841247266957,1.3748444318771362
116154,0.14202119410037994,0.019663488492369652,0.1633272022008896,0.41011673923022207,0.001597250229679048,2.797448594104981,-0.9482080340385437
95275,0.01937587559223175,0.005298770032823086,0.02694067917764187,4.5783951417940376e-07,0.0028036334551870823,2.7439787314657327,-0.3384050726890564
96059,0.06070142984390259,0.023508192971348763,0.09803825616836548,0.6829085184168338,0.010536689311265945,2.821447480720248,0.04851539805531502
76414,0.075922392308712,0.07658172398805618,0.2369198054075241,0.7963120248049346,0.001054204418323934,2.4827732312862563,1.2268449068069458
36297,0.02351546287536621,0.007833460345864296,0.033428117632865906,4.5783951417940376e-07,0.0030228730756789446,2.8105511049021605,-0.12574484944343567
52698,0.05935366824269295,0.034308061003685,0.10793887823820114,0.6829085184168338,0.00030699901981279254,2.349977247488221,0.13993331789970398
66432,0.051595598459243774,0.025012321770191193,0.08662683516740799,0.5982700044966733,0.00037555728340521455,1.7036802786057388,0.29299333691596985
141388,0.11981163173913956,0.030542103573679924,0.16366325318813324,0.6829085184168338,0.001115645980462432,2.6407949655059317,-0.3406970798969269
127300,0.10478460788726807,0.02758524753153324,0.13406576216220856,1.0042428520927982,0.0020857583731412888,2.8166709562199626,-0.42502763867378235
47752,0.10545643419027328,0.09784279018640518,0.2598479688167572,1.2770346051050265,0.0005176650010980666,2.7482939734077787,0.6763435006141663
192273,0.03383857384324074,0.027770813554525375,0.08587143570184708,0.5982700044966733,0.0004576345963869244,2.7306619767465756,0.854009747505188
107137,0.11396648734807968,0.0476079098880291,0.2011900693178177,0.7963120248049346,0.00024565806961618364,2.646610103040945,0.867496132850647
27016,0.04485376551747322,0.04509028047323227,0.13965609669685364,0.7963120248049346,0.0006852819351479411,2.7562315563237743,1.230179786682129
125313,0.046927519142627716,0.053909845650196075,0.16759440302848816,0.7963120248049346,0.00020577186660375446,2.1896474376678654,1.4859418869018555
44955,0.07248719781637192,0.02687191404402256,0.10346009582281113,0.6829085184168338,8.711138798389584e-05,2.656867788948658,-0.5663033127784729
161271,0.1367480307817459,0.05992664769291878,0.20219631493091583,1.2770346051050268,0.003777839709073305,2.64676112966439,-0.26388564705848694
57524,0.04313889518380165,0.019471414387226105,0.0753772184252739,0.41011673923022207,0.0049370331689715385,2.735749687191835,0.04854842647910118
5946,0.08072943985462189,0.024611666798591614,0.12497319281101227,0.41011673923022207,0.00011452898615971208,2.588041825694286,-0.07777874916791916
177878,0.05506677180528641,0.011231532320380211,0.07257774472236633,0.5982700044966733,0.0007036274764686823,2.644417493124525,0.06733914464712143
199705,0.034033339470624924,0.020844634622335434,0.062159162014722824,4.5783951417940376e-07,1.3833045159117319e-05,1.7470969854240062,0.22668635845184326
138140,0.13218922913074493,0.16192841529846191,0.40739506483078003,1.1537422917373235,0.001408163458108902,2.1795194722368656,0.7009010314941406
110553,0.13257478177547455,0.09130799025297165,0.28290536999702454,1.5498263581172549,0.0016326674958691,2.508244329602565,0.10564149916172028
138027,0.07606040686368942,0.05079708993434906,0.18701650202274323,1.0042428520927982,0.00011055721552111208,1.8250796029783816,1.1075446605682373
141750,0.1050838753581047,0.08953903615474701,0.3011517822742462,1.2770346051050265,0.00017067292355932295,2.413994026151369,1.2580912113189697
