coverage,stride,top1,n,model,dataset
10,1,0.14901960784313725,1020,videomamba,epic_kitchens
10,2,0.14607843137254903,1020,videomamba,epic_kitchens
10,4,0.14313725490196078,1020,videomamba,epic_kitchens
10,8,0.12450980392156863,1020,videomamba,epic_kitchens
10,16,0.10882352941176471,1020,videomamba,epic_kitchens
25,1,0.19019607843137254,1020,videomamba,epic_kitchens
25,2,0.18725490196078431,1020,videomamba,epic_kitchens
25,4,0.18529411764705883,1020,videomamba,epic_kitchens
25,8,0.17745098039215687,1020,videomamba,epic_kitchens
25,16,0.1568627450980392,1020,videomamba,epic_kitchens
50,1,0.22745098039215686,1020,videomamba,epic_kitchens
50,2,0.2235294117647059,1020,videomamba,epic_kitchens
50,4,0.22156862745098038,1020,videomamba,epic_kitchens
50,8,0.20588235294117646,1020,videomamba,epic_kitchens
50,16,0.1980392156862745,1020,videomamba,epic_kitchens
75,1,0.23823529411764705,1020,videomamba,epic_kitchens
75,2,0.24019607843137256,1020,videomamba,epic_kitchens
75,4,0.24509803921568626,1020,videomamba,epic_kitchens
75,8,0.23333333333333334,1020,videomamba,epic_kitchens
75,16,0.23431372549019608,1020,videomamba,epic_kitchens
100,1,0.257843137254902,1020,videomamba,epic_kitchens
100,2,0.2549019607843137,1020,videomamba,epic_kitchens
100,4,0.2549019607843137,1020,videomamba,epic_kitchens
100,8,0.25392156862745097,1020,videomamba,epic_kitchens
100,16,0.24313725490196078,1020,videomamba,epic_kitchens
