coverage,stride,top1,n,model,dataset
10,1,0.31186440677966104,885,videomae,hmdb51
10,2,0.31412429378531076,885,videomae,hmdb51
10,4,0.2790960451977401,885,videomae,hmdb51
10,8,0.21242937853107344,885,videomae,hmdb51
10,16,0.17175141242937852,885,videomae,hmdb51
25,1,0.4384180790960452,885,videomae,hmdb51
25,2,0.4440677966101695,885,videomae,hmdb51
25,4,0.4271186440677966,885,videomae,hmdb51
25,8,0.3615819209039548,885,videomae,hmdb51
25,16,0.296045197740113,885,videomae,hmdb51
50,1,0.6169491525423729,885,videomae,hmdb51
50,2,0.6146892655367232,885,videomae,hmdb51
50,4,0.592090395480226,885,videomae,hmdb51
50,8,0.5288135593220339,885,videomae,hmdb51
50,16,0.39322033898305087,885,videomae,hmdb51
75,1,0.711864406779661,885,videomae,hmdb51
75,2,0.7084745762711865,885,videomae,hmdb51
75,4,0.7016949152542373,885,videomae,hmdb51
75,8,0.6497175141242938,885,videomae,hmdb51
75,16,0.4858757062146893,885,videomae,hmdb51
100,1,0.7367231638418079,885,videomae,hmdb51
100,2,0.7446327683615819,885,videomae,hmdb51
100,4,0.7322033898305085,885,videomae,hmdb51
100,8,0.6768361581920904,885,videomae,hmdb51
100,16,0.5559322033898305,885,videomae,hmdb51
