coverage,stride,top1,n
10,1,0.0874831763122476,743
10,2,0.0820995962314939,743
10,4,0.0659488559892328,743
10,8,0.0619111709286675,743
10,16,0.0592193808882907,743
25,1,0.0969044414535666,743
25,2,0.1130551816958277,743
25,4,0.1157469717362045,743
25,8,0.1036339165545087,743
25,16,0.0767160161507402,743
50,1,0.2072678331090175,743
50,2,0.1978465679676985,743
50,4,0.1911170928667564,743
50,8,0.1574697173620457,743
50,16,0.1036339165545087,743
75,1,0.3391655450874832,743
75,2,0.3243606998654105,743
75,4,0.3257065948855989,743
75,8,0.2368775235531628,743
75,16,0.1386271870794078,743
100,1,0.3580080753701211,743
100,2,0.3539703903095558,743
100,4,0.3472409152086137,743
100,8,0.3162853297442799,743
100,16,0.1722745625841184,743
