video_id,label_id,source_frames,distinct_frames,model_input_frames,k,filt,config,correct_top1,confidence,model,dataset
signer1_sample944_color,0,57,1,32,1,point,k1_point,False,0.09657178074121475,slowfast_r50,autsl
signer1_sample276_color,0,65,1,32,1,point,k1_point,False,0.09627198427915573,slowfast_r50,autsl
signer35_sample610_color,0,71,1,32,1,point,k1_point,False,0.09679542481899261,slowfast_r50,autsl
signer35_sample390_color,0,75,1,32,1,point,k1_point,False,0.09645681083202362,slowfast_r50,autsl
signer18_sample539_color,0,64,1,32,1,point,k1_point,False,0.09190559387207031,slowfast_r50,autsl
signer1_sample778_color,0,63,1,32,1,point,k1_point,False,0.09224507212638855,slowfast_r50,autsl
signer11_sample469_color,0,45,1,32,1,point,k1_point,False,0.09067388623952866,slowfast_r50,autsl
signer1_sample319_color,0,68,1,32,1,point,k1_point,False,0.09324879944324493,slowfast_r50,autsl
signer11_sample120_color,0,48,1,32,1,point,k1_point,False,0.09358792006969452,slowfast_r50,autsl
signer25_sample64_color,0,46,1,32,1,point,k1_point,False,0.09278684854507446,slowfast_r50,autsl
signer16_sample254_color,0,61,1,32,1,point,k1_point,False,0.11165226250886917,slowfast_r50,autsl
signer35_sample286_color,0,61,1,32,1,point,k1_point,False,0.12763194739818573,slowfast_r50,autsl
signer25_sample285_color,0,53,1,32,1,point,k1_point,False,0.09069226682186127,slowfast_r50,autsl
signer18_sample482_color,0,67,1,32,1,point,k1_point,False,0.09525071084499359,slowfast_r50,autsl
signer16_sample365_color,0,58,1,32,1,point,k1_point,False,0.10080333054065704,slowfast_r50,autsl
signer11_sample66_color,0,49,1,32,1,point,k1_point,False,0.09042656421661377,slowfast_r50,autsl
signer1_sample1090_color,0,58,1,32,1,point,k1_point,False,0.09561588615179062,slowfast_r50,autsl
signer18_sample5_color,0,72,1,32,1,point,k1_point,False,0.09338503330945969,slowfast_r50,autsl
signer1_sample1094_color,0,61,1,32,1,point,k1_point,False,0.09763970226049423,slowfast_r50,autsl
signer25_sample431_color,0,56,1,32,1,point,k1_point,False,0.08599648624658585,slowfast_r50,autsl
signer25_sample372_color,1,58,1,32,1,point,k1_point,False,0.0836009830236435,slowfast_r50,autsl
signer18_sample243_color,1,55,1,32,1,point,k1_point,False,0.0927494689822197,slowfast_r50,autsl
signer35_sample603_color,1,55,1,32,1,point,k1_point,False,0.09234516322612762,slowfast_r50,autsl
signer18_sample436_color,1,61,1,32,1,point,k1_point,False,0.09836617857217789,slowfast_r50,autsl
signer11_sample397_color,1,38,1,32,1,point,k1_point,False,0.09055966883897781,slowfast_r50,autsl
signer1_sample936_color,1,55,1,32,1,point,k1_point,False,0.09590629488229752,slowfast_r50,autsl
signer16_sample330_color,1,62,1,32,1,point,k1_point,False,0.10487768054008484,slowfast_r50,autsl
signer1_sample57_color,1,51,1,32,1,point,k1_point,False,0.09447609633207321,slowfast_r50,autsl
signer1_sample377_color,1,52,1,32,1,point,k1_point,False,0.0945371463894844,slowfast_r50,autsl
signer35_sample92_color,1,51,1,32,1,point,k1_point,False,0.0963064432144165,slowfast_r50,autsl
signer1_sample989_color,1,55,1,32,1,point,k1_point,False,0.09753863513469696,slowfast_r50,autsl
signer25_sample463_color,1,58,1,32,1,point,k1_point,False,0.09038081765174866,slowfast_r50,autsl
signer1_sample198_color,1,51,1,32,1,point,k1_point,False,0.09756529331207275,slowfast_r50,autsl
signer18_sample652_color,1,69,1,32,1,point,k1_point,False,0.08826306462287903,slowfast_r50,autsl
signer11_sample453_color,1,39,1,32,1,point,k1_point,False,0.09086181223392487,slowfast_r50,autsl
signer16_sample126_color,1,67,1,32,1,point,k1_point,False,0.1078360453248024,slowfast_r50,autsl
signer1_sample829_color,1,56,1,32,1,point,k1_point,False,0.10124032199382782,slowfast_r50,autsl
signer11_sample242_color,1,37,1,32,1,point,k1_point,False,0.09147588908672333,slowfast_r50,autsl
signer25_sample110_color,1,56,1,32,1,point,k1_point,False,0.08494825661182404,slowfast_r50,autsl
signer11_sample639_color,2,43,1,32,1,point,k1_point,False,0.09421682357788086,slowfast_r50,autsl
signer25_sample375_color,2,44,1,32,1,point,k1_point,False,0.09134119749069214,slowfast_r50,autsl
signer35_sample601_color,2,71,1,32,1,point,k1_point,False,0.09532677382230759,slowfast_r50,autsl
signer1_sample270_color,2,72,1,32,1,point,k1_point,False,0.09521374106407166,slowfast_r50,autsl
signer18_sample120_color,2,64,1,32,1,point,k1_point,False,0.09266334027051926,slowfast_r50,autsl
signer25_sample185_color,2,53,1,32,1,point,k1_point,False,0.08766961842775345,slowfast_r50,autsl
signer18_sample448_color,2,76,1,32,1,point,k1_point,False,0.0896780863404274,slowfast_r50,autsl
signer35_sample159_color,2,59,1,32,1,point,k1_point,False,0.10508687794208527,slowfast_r50,autsl
signer16_sample324_color,2,75,1,32,1,point,k1_point,False,0.12151629477739334,slowfast_r50,autsl
signer18_sample347_color,2,66,1,32,1,point,k1_point,False,0.09431912004947662,slowfast_r50,autsl
signer1_sample950_color,2,72,1,32,1,point,k1_point,False,0.09562551230192184,slowfast_r50,autsl
signer1_sample1100_color,2,70,1,32,1,point,k1_point,False,0.09765177965164185,slowfast_r50,autsl
