coverage,stride,top1,n
10,1,0.0484522207267833,743
10,2,0.0403768506056527,743
10,4,0.0323014804845222,743
10,8,0.0363391655450874,743
10,16,0.0282637954239569,743
25,1,0.0767160161507402,743
25,2,0.0820995962314939,743
25,4,0.0592193808882907,743
25,8,0.0471063257065948,743
25,16,0.0363391655450874,743
50,1,0.2086137281292059,743
50,2,0.1978465679676985,743
50,4,0.1332436069986541,743
50,8,0.098250336473755,743
50,16,0.0605652759084791,743
75,1,0.3701211305518169,743
75,2,0.332436069986541,743
75,4,0.2759084791386272,743
75,8,0.1426648721399731,743
75,16,0.0874831763122476,743
100,1,0.3647375504710632,743
100,2,0.360699865410498,743
100,4,0.3391655450874832,743
100,8,0.2005383580080753,743
100,16,0.0969044414535666,743
