coverage,stride,top1,n
10,1,0.0138071525577184,4418
10,2,0.0104119511090991,4418
10,4,0.0086011770031688,4418
10,8,0.0090538705296514,4418
10,16,0.0090538705296514,4418
25,1,0.0495699411498415,4418
25,2,0.0531914893617021,4418
25,4,0.0380262562245359,4418
25,8,0.0228610230873698,4418
25,16,0.0158442734268899,4418
50,1,0.3696242643730195,4418
50,2,0.398596650067904,4418
50,4,0.3334087822544138,4418
50,8,0.1684019918515165,4418
50,16,0.0875961973743775,4418
75,1,0.6396559529198732,4418
75,2,0.634676324128565,4418
75,4,0.6174739701222273,4418
75,8,0.3413309189678588,4418
75,16,0.1455409687641466,4418
100,1,0.6604798551380715,4418
100,2,0.6595744680851063,4418
100,4,0.6324128564961521,4418
100,8,0.3909008601177003,4418
100,16,0.1045722046174739,4418
