coverage,stride,top1,n
10,1,0.6163366336633663,2020
10,2,0.5806930693069307,2020
10,4,0.5227722772277228,2020
10,8,0.4455445544554455,2020
10,16,0.3900990099009901,2020
25,1,0.7227722772277227,2020
25,2,0.7128712871287128,2020
25,4,0.6782178217821783,2020
25,8,0.599009900990099,2020
25,16,0.4742574257425742,2020
50,1,0.7742574257425743,2020
50,2,0.7727722772277228,2020
50,4,0.7663366336633664,2020
50,8,0.7207920792079208,2020
50,16,0.6148514851485148,2020
75,1,0.7935643564356436,2020
75,2,0.7940594059405941,2020
75,4,0.7970297029702971,2020
75,8,0.7747524752475248,2020
75,16,0.7,2020
100,1,0.7950495049504951,2020
100,2,0.7985148514851486,2020
100,4,0.7945544554455446,2020
100,8,0.7970297029702971,2020
100,16,0.7455445544554455,2020
