coverage,stride,top1,n,model,dataset
10,1,0.17853107344632768,885,r2plus1d_18,hmdb51
10,2,0.17401129943502824,885,r2plus1d_18,hmdb51
10,4,0.17740112994350282,885,r2plus1d_18,hmdb51
10,8,0.14915254237288136,885,r2plus1d_18,hmdb51
10,16,0.13898305084745763,885,r2plus1d_18,hmdb51
25,1,0.20903954802259886,885,r2plus1d_18,hmdb51
25,2,0.207909604519774,885,r2plus1d_18,hmdb51
25,4,0.20112994350282487,885,r2plus1d_18,hmdb51
25,8,0.18305084745762712,885,r2plus1d_18,hmdb51
25,16,0.1480225988700565,885,r2plus1d_18,hmdb51
50,1,0.23389830508474577,885,r2plus1d_18,hmdb51
50,2,0.23163841807909605,885,r2plus1d_18,hmdb51
50,4,0.23163841807909605,885,r2plus1d_18,hmdb51
50,8,0.20225988700564973,885,r2plus1d_18,hmdb51
50,16,0.18305084745762712,885,r2plus1d_18,hmdb51
75,1,0.26666666666666666,885,r2plus1d_18,hmdb51
75,2,0.2745762711864407,885,r2plus1d_18,hmdb51
75,4,0.2790960451977401,885,r2plus1d_18,hmdb51
75,8,0.2327683615819209,885,r2plus1d_18,hmdb51
75,16,0.2,885,r2plus1d_18,hmdb51
100,1,0.2768361581920904,885,r2plus1d_18,hmdb51
100,2,0.2824858757062147,885,r2plus1d_18,hmdb51
100,4,0.2824858757062147,885,r2plus1d_18,hmdb51
100,8,0.24858757062146894,885,r2plus1d_18,hmdb51
100,16,0.19887005649717515,885,r2plus1d_18,hmdb51
