video_id,label_id,source_frames,distinct_frames,model_input_frames,k,filt,config,correct_top1,confidence,model,dataset
Le6xdQ2OO8w_00124,0,106,1,16,1,point,k1_point,False,0.887763500213623,r2plus1d_18,diving48
bl0C6d9QgIg_00021,0,51,1,16,1,point,k1_point,False,0.6341376900672913,r2plus1d_18,diving48
mGRum47TLX0_00045,0,211,1,16,1,point,k1_point,False,0.3234034478664398,r2plus1d_18,diving48
L_SB1PRgDTE_00029,0,87,1,16,1,point,k1_point,False,0.5762122869491577,r2plus1d_18,diving48
Le6xdQ2OO8w_00154,0,113,1,16,1,point,k1_point,False,0.7336455583572388,r2plus1d_18,diving48
Le6xdQ2OO8w_00127,0,161,1,16,1,point,k1_point,False,0.6246376633644104,r2plus1d_18,diving48
Le6xdQ2OO8w_00121,0,110,1,16,1,point,k1_point,False,0.4941246509552002,r2plus1d_18,diving48
Le6xdQ2OO8w_00119,0,130,1,16,1,point,k1_point,False,0.3770226836204529,r2plus1d_18,diving48
bSsVWVfYU4w_00118,0,151,1,16,1,point,k1_point,False,0.6067380905151367,r2plus1d_18,diving48
bl0C6d9QgIg_00022,0,96,1,16,1,point,k1_point,False,0.5449751615524292,r2plus1d_18,diving48
bl0C6d9QgIg_00017,0,250,1,16,1,point,k1_point,False,0.19912482798099518,r2plus1d_18,diving48
bl0C6d9QgIg_00023,0,90,1,16,1,point,k1_point,False,0.2778525650501251,r2plus1d_18,diving48
bSsVWVfYU4w_00086,0,53,1,16,1,point,k1_point,False,0.5198078155517578,r2plus1d_18,diving48
bSsVWVfYU4w_00169,0,141,1,16,1,point,k1_point,False,0.7641153335571289,r2plus1d_18,diving48
MbzIpx8kAD0_00025,0,96,1,16,1,point,k1_point,False,0.6562808156013489,r2plus1d_18,diving48
ovWCmIMMkRI_00055,0,88,1,16,1,point,k1_point,False,0.6493752002716064,r2plus1d_18,diving48
Le6xdQ2OO8w_00139,0,150,1,16,1,point,k1_point,False,0.45826637744903564,r2plus1d_18,diving48
Le6xdQ2OO8w_00160,0,105,1,16,1,point,k1_point,False,0.6527591347694397,r2plus1d_18,diving48
Le6xdQ2OO8w_00120,0,96,1,16,1,point,k1_point,False,0.7123597264289856,r2plus1d_18,diving48
