config,top1,n,mean_distinct,model,dataset,mode,budget
k16_box,0.19784656796769853,743,16.0,r2plus1d_18,diving48,antialias,16
k16_point,0.35262449528936746,743,16.0,r2plus1d_18,diving48,antialias,16
k1_box,0.047106325706594884,743,1.0,r2plus1d_18,diving48,antialias,16
k1_point,0.059219380888290714,743,1.0,r2plus1d_18,diving48,antialias,16
k2_box,0.04306864064602961,743,2.0,r2plus1d_18,diving48,antialias,16
k2_point,0.06056527590847914,743,2.0,r2plus1d_18,diving48,antialias,16
k4_box,0.04306864064602961,743,4.0,r2plus1d_18,diving48,antialias,16
k4_point,0.10228802153432032,743,4.0,r2plus1d_18,diving48,antialias,16
k8_box,0.10228802153432032,743,8.0,r2plus1d_18,diving48,antialias,16
k8_point,0.2234185733512786,743,8.0,r2plus1d_18,diving48,antialias,16
