coverage,stride,top1,n,model,dataset
10,1,0.12156862745098039,1020,r3d_18,epic_kitchens
10,2,0.1264705882352941,1020,r3d_18,epic_kitchens
10,4,0.1284313725490196,1020,r3d_18,epic_kitchens
10,8,0.1,1020,r3d_18,epic_kitchens
10,16,0.0784313725490196,1020,r3d_18,epic_kitchens
25,1,0.20980392156862746,1020,r3d_18,epic_kitchens
25,2,0.20490196078431372,1020,r3d_18,epic_kitchens
25,4,0.18235294117647058,1020,r3d_18,epic_kitchens
25,8,0.17352941176470588,1020,r3d_18,epic_kitchens
25,16,0.12549019607843137,1020,r3d_18,epic_kitchens
50,1,0.29901960784313725,1020,r3d_18,epic_kitchens
50,2,0.28823529411764703,1020,r3d_18,epic_kitchens
50,4,0.26666666666666666,1020,r3d_18,epic_kitchens
50,8,0.23627450980392156,1020,r3d_18,epic_kitchens
50,16,0.18529411764705883,1020,r3d_18,epic_kitchens
75,1,0.35490196078431374,1020,r3d_18,epic_kitchens
75,2,0.35490196078431374,1020,r3d_18,epic_kitchens
75,4,0.3362745098039216,1020,r3d_18,epic_kitchens
75,8,0.28921568627450983,1020,r3d_18,epic_kitchens
75,16,0.22549019607843138,1020,r3d_18,epic_kitchens
100,1,0.3872549019607843,1020,r3d_18,epic_kitchens
100,2,0.3813725490196078,1020,r3d_18,epic_kitchens
100,4,0.36470588235294116,1020,r3d_18,epic_kitchens
100,8,0.3156862745098039,1020,r3d_18,epic_kitchens
100,16,0.2519607843137255,1020,r3d_18,epic_kitchens
