coverage,stride,top1,n,model,dataset
10,1,0.41964285714285715,448,mc3_18,driveact
10,2,0.4107142857142857,448,mc3_18,driveact
10,4,0.4107142857142857,448,mc3_18,driveact
10,8,0.40401785714285715,448,mc3_18,driveact
10,16,0.40401785714285715,448,mc3_18,driveact
25,1,0.4955357142857143,448,mc3_18,driveact
25,2,0.45089285714285715,448,mc3_18,driveact
25,4,0.42857142857142855,448,mc3_18,driveact
25,8,0.4174107142857143,448,mc3_18,driveact
25,16,0.40401785714285715,448,mc3_18,driveact
50,1,0.578125,448,mc3_18,driveact
50,2,0.5446428571428571,448,mc3_18,driveact
50,4,0.49776785714285715,448,mc3_18,driveact
50,8,0.44419642857142855,448,mc3_18,driveact
50,16,0.4263392857142857,448,mc3_18,driveact
75,1,0.6160714285714286,448,mc3_18,driveact
75,2,0.6071428571428571,448,mc3_18,driveact
75,4,0.5513392857142857,448,mc3_18,driveact
75,8,0.484375,448,mc3_18,driveact
75,16,0.453125,448,mc3_18,driveact
100,1,0.6428571428571429,448,mc3_18,driveact
100,2,0.6361607142857143,448,mc3_18,driveact
100,4,0.6004464285714286,448,mc3_18,driveact
100,8,0.5111607142857143,448,mc3_18,driveact
100,16,0.45982142857142855,448,mc3_18,driveact
