coverage,stride,top1,n
10,1,0.0451977401129943,177
10,2,0.0338983050847457,177
10,4,0.0282485875706214,177
10,8,0.0282485875706214,177
10,16,0.0282485875706214,177
25,1,0.096045197740113,177
25,2,0.0847457627118644,177
25,4,0.0677966101694915,177
25,8,0.0338983050847457,177
25,16,0.0338983050847457,177
50,1,0.2146892655367231,177
50,2,0.2372881355932203,177
50,4,0.2090395480225988,177
50,8,0.1016949152542373,177
50,16,0.0621468926553672,177
75,1,0.2937853107344633,177
75,2,0.327683615819209,177
75,4,0.2824858757062147,177
75,8,0.2542372881355932,177
75,16,0.1299435028248587,177
100,1,0.327683615819209,177
100,2,0.3559322033898305,177
100,4,0.3672316384180791,177
100,8,0.3333333333333333,177
100,16,0.2090395480225988,177
