coverage,stride,top1,n,model,dataset
10,1,0.053117782909930716,3464,r2plus1d_18,ssv2
10,2,0.044457274826789836,3464,r2plus1d_18,ssv2
10,4,0.0355080831408776,3464,r2plus1d_18,ssv2
10,8,0.029734411085450347,3464,r2plus1d_18,ssv2
10,16,0.029734411085450347,3464,r2plus1d_18,ssv2
25,1,0.1033487297921478,3464,r2plus1d_18,ssv2
25,2,0.09353348729792148,3464,r2plus1d_18,ssv2
25,4,0.06351039260969978,3464,r2plus1d_18,ssv2
25,8,0.043591224018475754,3464,r2plus1d_18,ssv2
25,16,0.0308891454965358,3464,r2plus1d_18,ssv2
50,1,0.23342021430640023,3453,r2plus1d_18,ssv2
50,2,0.22321945570353213,3454,r2plus1d_18,ssv2
50,4,0.1573618744576222,3457,r2plus1d_18,ssv2
50,8,0.09198727220133063,3457,r2plus1d_18,ssv2
50,16,0.05484988452655889,3464,r2plus1d_18,ssv2
75,1,0.38240521327014215,3376,r2plus1d_18,ssv2
75,2,0.3848431024274719,3378,r2plus1d_18,ssv2
75,4,0.31046717918391487,3382,r2plus1d_18,ssv2
75,8,0.17058823529411765,3400,r2plus1d_18,ssv2
75,16,0.08703271028037383,3424,r2plus1d_18,ssv2
100,1,0.4256488549618321,3275,r2plus1d_18,ssv2
100,2,0.4307504575960952,3278,r2plus1d_18,ssv2
100,4,0.3789537712895377,3288,r2plus1d_18,ssv2
100,8,0.21049438883833788,3297,r2plus1d_18,ssv2
100,16,0.11854741896758704,3332,r2plus1d_18,ssv2
