coverage,stride,top1,n
10,1,0.0277136258660508,3464
10,2,0.0219399538106235,3464
10,4,0.0202078521939953,3464
10,8,0.0193418013856812,3464
10,16,0.0193418013856812,3464
25,1,0.0741916859122401,3464
25,2,0.0557159353348729,3464
25,4,0.0392609699769053,3464
25,8,0.0248267898383371,3464
25,16,0.019919168591224,3464
50,1,0.1691282942368954,3453
50,2,0.156629994209612,3454
50,4,0.0954584900202487,3457
50,8,0.0529360717385015,3457
50,16,0.0285796766743648,3464
75,1,0.2882109004739336,3376
75,2,0.2756068679692126,3378
75,4,0.2137788290952099,3382
75,8,0.098235294117647,3400
75,16,0.0455607476635514,3424
100,1,0.3141984732824427,3275
100,2,0.3230628431970714,3278
100,4,0.2715936739659367,3288
100,8,0.1258720048528965,3297
100,16,0.0615246098439375,3332
