coverage,stride,top1,n
10,1,0.0067904028972385,4418
10,2,0.0058850158442734,4418
10,4,0.0049796287913082,4418
10,8,0.0052059755545495,4418
10,16,0.0052059755545495,4418
25,1,0.0217292892711634,4418
25,2,0.0208239022181982,4418
25,4,0.0239927569035762,4418
25,8,0.0149388863739248,4418
25,16,0.0086011770031688,4418
50,1,0.0765052059755545,4418
50,2,0.0755998189225894,4418
50,4,0.0726573110004527,4418
50,8,0.0543232231779085,4418
50,16,0.0373472159348121,4418
75,1,0.0932548664554096,4418
75,2,0.0909913988229968,4418
75,4,0.0891806247170665,4418
75,8,0.0783159800814848,4418
75,16,0.0540968764146672,4418
100,1,0.0961973743775464,4418
100,2,0.0993662290629244,4418
100,4,0.0961973743775464,4418
100,8,0.0959710276143051,4418
100,16,0.0672249886826618,4418
