coverage,stride,top1,n,model,dataset
10,1,0.0047532820280669985,4418,r2plus1d_18,autsl
10,2,0.00520597555454957,4418,r2plus1d_18,autsl
10,4,0.004074241738343142,4418,r2plus1d_18,autsl
10,8,0.0033952014486192846,4418,r2plus1d_18,autsl
10,16,0.0033952014486192846,4418,r2plus1d_18,autsl
25,1,0.0061113626075147125,4418,r2plus1d_18,autsl
25,2,0.006564056133997284,4418,r2plus1d_18,autsl
25,4,0.00520597555454957,4418,r2plus1d_18,autsl
25,8,0.004979628791308284,4418,r2plus1d_18,autsl
25,16,0.004526935264825713,4418,r2plus1d_18,autsl
50,1,0.0061113626075147125,4418,r2plus1d_18,autsl
50,2,0.005658669081032141,4418,r2plus1d_18,autsl
50,4,0.008148483476686284,4418,r2plus1d_18,autsl
50,8,0.0061113626075147125,4418,r2plus1d_18,autsl
50,16,0.007243096423721141,4418,r2plus1d_18,autsl
75,1,0.008601177003168854,4418,r2plus1d_18,autsl
75,2,0.007922136713444997,4418,r2plus1d_18,autsl
75,4,0.01244907197827071,4418,r2plus1d_18,autsl
75,8,0.006790402897238569,4418,r2plus1d_18,autsl
75,16,0.007243096423721141,4418,r2plus1d_18,autsl
100,1,0.01810774105930285,4418,r2plus1d_18,autsl
100,2,0.017202354006337708,4418,r2plus1d_18,autsl
100,4,0.01878678134902671,4418,r2plus1d_18,autsl
100,8,0.01199637845178814,4418,r2plus1d_18,autsl
100,16,0.009280217292892712,4418,r2plus1d_18,autsl
