coverage,stride,top1,n
10,1,0.1117092866756393,743
10,2,0.1117092866756393,743
10,4,0.1022880215343203,743
10,8,0.0901749663526245,743
10,16,0.0820995962314939,743
25,1,0.1588156123822341,743
25,2,0.1655450874831763,743
25,4,0.1318977119784656,743
25,8,0.1318977119784656,743
25,16,0.1157469717362045,743
50,1,0.3095558546433378,743
50,2,0.3095558546433378,743
50,4,0.2907133243606998,743
50,8,0.2314939434724091,743
50,16,0.1588156123822341,743
75,1,0.4185733512786003,743
75,2,0.4078061911170929,743
75,4,0.386271870794078,743
75,8,0.332436069986541,743
75,16,0.1938088829071332,743
100,1,0.4212651413189771,743
100,2,0.4118438761776581,743
100,4,0.4024226110363391,743
100,8,0.3876177658142665,743
100,16,0.2314939434724091,743
