coverage,stride,top1,n,model,dataset
10,1,0.4419642857142857,448,mc3_18,driveact
10,2,0.4375,448,mc3_18,driveact
10,4,0.4263392857142857,448,mc3_18,driveact
10,8,0.4107142857142857,448,mc3_18,driveact
10,16,0.4107142857142857,448,mc3_18,driveact
25,1,0.49107142857142855,448,mc3_18,driveact
25,2,0.48660714285714285,448,mc3_18,driveact
25,4,0.46651785714285715,448,mc3_18,driveact
25,8,0.45535714285714285,448,mc3_18,driveact
25,16,0.4107142857142857,448,mc3_18,driveact
50,1,0.5535714285714286,448,mc3_18,driveact
50,2,0.5513392857142857,448,mc3_18,driveact
50,4,0.5089285714285714,448,mc3_18,driveact
50,8,0.48214285714285715,448,mc3_18,driveact
50,16,0.47544642857142855,448,mc3_18,driveact
75,1,0.59375,448,mc3_18,driveact
75,2,0.59375,448,mc3_18,driveact
75,4,0.5892857142857143,448,mc3_18,driveact
75,8,0.5267857142857143,448,mc3_18,driveact
75,16,0.515625,448,mc3_18,driveact
100,1,0.6361607142857143,448,mc3_18,driveact
100,2,0.6272321428571429,448,mc3_18,driveact
100,4,0.6227678571428571,448,mc3_18,driveact
100,8,0.5558035714285714,448,mc3_18,driveact
100,16,0.5200892857142857,448,mc3_18,driveact
