coverage,stride,top1,n
10,1,0.1156862745098039,1020
10,2,0.1235294117647058,1020
10,4,0.1127450980392156,1020
10,8,0.088235294117647,1020
10,16,0.0705882352941176,1020
25,1,0.1794117647058823,1020
25,2,0.1901960784313725,1020
25,4,0.1852941176470588,1020
25,8,0.1588235294117647,1020
25,16,0.1117647058823529,1020
50,1,0.2558823529411764,1020
50,2,0.257843137254902,1020
50,4,0.2568627450980392,1020
50,8,0.2323529411764706,1020
50,16,0.1696078431372549,1020
75,1,0.3254901960784314,1020
75,2,0.3235294117647059,1020
75,4,0.3088235294117647,1020
75,8,0.2696078431372549,1020
75,16,0.2147058823529411,1020
100,1,0.3705882352941176,1020
100,2,0.3627450980392157,1020
100,4,0.3490196078431372,1020
100,8,0.307843137254902,1020
100,16,0.242156862745098,1020
