config,top1,n,mean_distinct,model,dataset,mode,budget
cov100_s1,0.8856435643564357,2020,16.0,r2plus1d_18,ucf101,covstride,16
cov100_s16,0.8396039603960396,2020,10.8,r2plus1d_18,ucf101,covstride,16
cov100_s2,0.8831683168316832,2020,16.0,r2plus1d_18,ucf101,covstride,16
cov100_s4,0.8881188118811881,2020,15.949009900990099,r2plus1d_18,ucf101,covstride,16
cov100_s8,0.8816831683168317,2020,14.716336633663367,r2plus1d_18,ucf101,covstride,16
cov10_s1,0.7143564356435643,2020,13.476732673267326,r2plus1d_18,ucf101,covstride,16
cov10_s16,0.5316831683168317,2020,1.5603960396039604,r2plus1d_18,ucf101,covstride,16
cov10_s2,0.7079207920792079,2020,8.921782178217821,r2plus1d_18,ucf101,covstride,16
cov10_s4,0.6762376237623763,2020,4.896534653465347,r2plus1d_18,ucf101,covstride,16
cov10_s8,0.6039603960396039,2020,2.7163366336633663,r2plus1d_18,ucf101,covstride,16
cov25_s1,0.7970297029702971,2020,15.938118811881187,r2plus1d_18,ucf101,covstride,16
cov25_s16,0.6465346534653466,2020,3.263366336633663,r2plus1d_18,ucf101,covstride,16
cov25_s2,0.7920792079207921,2020,14.634653465346535,r2plus1d_18,ucf101,covstride,16
cov25_s4,0.7767326732673268,2020,10.70990099009901,r2plus1d_18,ucf101,covstride,16
cov25_s8,0.7311881188118812,2020,6.037623762376238,r2plus1d_18,ucf101,covstride,16
cov50_s1,0.8549504950495049,2020,16.0,r2plus1d_18,ucf101,covstride,16
cov50_s16,0.753960396039604,2020,6.070792079207921,r2plus1d_18,ucf101,covstride,16
cov50_s2,0.8584158415841584,2020,15.941584158415841,r2plus1d_18,ucf101,covstride,16
cov50_s4,0.85,2020,14.675742574257425,r2plus1d_18,ucf101,covstride,16
cov50_s8,0.8148514851485148,2020,10.761386138613862,r2plus1d_18,ucf101,covstride,16
cov75_s1,0.8742574257425743,2020,16.0,r2plus1d_18,ucf101,covstride,16
cov75_s16,0.8014851485148515,2020,8.648514851485148,r2plus1d_18,ucf101,covstride,16
cov75_s2,0.8811881188118812,2020,15.995049504950495,r2plus1d_18,ucf101,covstride,16
cov75_s4,0.8792079207920792,2020,15.725742574257426,r2plus1d_18,ucf101,covstride,16
cov75_s8,0.8549504950495049,2020,13.337623762376237,r2plus1d_18,ucf101,covstride,16
