coverage,stride,top1,n,model,dataset
10,1,0.006564056133997284,4418,slowfast_r50,autsl
10,2,0.0061113626075147125,4418,slowfast_r50,autsl
10,4,0.005658669081032141,4418,slowfast_r50,autsl
10,8,0.005432322317790856,4418,slowfast_r50,autsl
10,16,0.005432322317790856,4418,slowfast_r50,autsl
25,1,0.03553644182888185,4418,slowfast_r50,autsl
25,2,0.018560434585785424,4418,slowfast_r50,autsl
25,4,0.009959257582616569,4418,slowfast_r50,autsl
25,8,0.008601177003168854,4418,slowfast_r50,autsl
25,16,0.0074694431869624265,4418,slowfast_r50,autsl
50,1,0.24354911724762335,4418,slowfast_r50,autsl
50,2,0.20801267541874152,4418,slowfast_r50,autsl
50,4,0.05568130375735627,4418,slowfast_r50,autsl
50,8,0.023766410140334992,4418,slowfast_r50,autsl
50,16,0.017881394296061566,4418,slowfast_r50,autsl
75,1,0.5013580805794478,4418,slowfast_r50,autsl
75,2,0.5248981439565414,4418,slowfast_r50,autsl
75,4,0.16613852421910366,4418,slowfast_r50,autsl
75,8,0.03168854685377999,4418,slowfast_r50,autsl
75,16,0.021729289271163424,4418,slowfast_r50,autsl
100,1,0.5941602535083749,4418,slowfast_r50,autsl
100,2,0.5624717066545949,4418,slowfast_r50,autsl
100,4,0.21910366681756452,4418,slowfast_r50,autsl
100,8,0.01403349932095971,4418,slowfast_r50,autsl
100,16,0.007016749660479855,4418,slowfast_r50,autsl
