video_id,label_id,source_frames,distinct_frames,model_input_frames,span_pct,config,correct_top1,confidence,model,dataset
Le6xdQ2OO8w_00124,0,106,11,16,10,span10,False,0.1633968949317932,r2plus1d_18,diving48
bl0C6d9QgIg_00021,0,51,5,16,10,span10,False,0.6061843633651733,r2plus1d_18,diving48
mGRum47TLX0_00045,0,211,16,16,10,span10,False,0.4078831374645233,r2plus1d_18,diving48
L_SB1PRgDTE_00029,0,87,9,16,10,span10,False,0.42825573682785034,r2plus1d_18,diving48
Le6xdQ2OO8w_00154,0,113,11,16,10,span10,False,0.3385465741157532,r2plus1d_18,diving48
Le6xdQ2OO8w_00127,0,161,16,16,10,span10,False,0.8161516785621643,r2plus1d_18,diving48
Le6xdQ2OO8w_00121,0,110,11,16,10,span10,False,0.8603309392929077,r2plus1d_18,diving48
Le6xdQ2OO8w_00119,0,130,13,16,10,span10,False,0.49034085869789124,r2plus1d_18,diving48
bSsVWVfYU4w_00118,0,151,15,16,10,span10,False,0.48516523838043213,r2plus1d_18,diving48
bl0C6d9QgIg_00022,0,96,10,16,10,span10,False,0.805448591709137,r2plus1d_18,diving48
bl0C6d9QgIg_00017,0,250,16,16,10,span10,False,0.45286092162132263,r2plus1d_18,diving48
bl0C6d9QgIg_00023,0,90,9,16,10,span10,False,0.595690906047821,r2plus1d_18,diving48
bSsVWVfYU4w_00086,0,53,5,16,10,span10,False,0.8651381731033325,r2plus1d_18,diving48
bSsVWVfYU4w_00169,0,141,14,16,10,span10,False,0.46414321660995483,r2plus1d_18,diving48
MbzIpx8kAD0_00025,0,96,10,16,10,span10,False,0.9668710231781006,r2plus1d_18,diving48
ovWCmIMMkRI_00055,0,88,9,16,10,span10,False,0.10935859382152557,r2plus1d_18,diving48
Le6xdQ2OO8w_00139,0,150,15,16,10,span10,False,0.38025593757629395,r2plus1d_18,diving48
Le6xdQ2OO8w_00160,0,105,10,16,10,span10,False,0.26907476782798767,r2plus1d_18,diving48
Le6xdQ2OO8w_00120,0,96,10,16,10,span10,False,0.9414057731628418,r2plus1d_18,diving48
zmacW6f2Tdk_00048,0,93,9,16,10,span10,False,0.3822018802165985,r2plus1d_18,diving48
cs8g1es4vfM_00034,1,64,6,16,10,span10,False,0.7607752680778503,r2plus1d_18,diving48
cs8g1es4vfM_00043,1,93,9,16,10,span10,False,0.8179724216461182,r2plus1d_18,diving48
CVAfPfVFulQ_00076,1,92,9,16,10,span10,False,0.9440320134162903,r2plus1d_18,diving48
yHo2oERGo7A_00056,1,122,12,16,10,span10,False,0.47736531496047974,r2plus1d_18,diving48
ovWCmIMMkRI_00058,1,105,10,16,10,span10,False,0.22930575907230377,r2plus1d_18,diving48
yHo2oERGo7A_00058,1,94,9,16,10,span10,False,0.8578628897666931,r2plus1d_18,diving48
cs8g1es4vfM_00056,1,102,10,16,10,span10,False,0.803384006023407,r2plus1d_18,diving48
SbzcCzXjYSU_00049,1,87,9,16,10,span10,False,0.740269660949707,r2plus1d_18,diving48
cs8g1es4vfM_00010,1,77,8,16,10,span10,False,0.4450308084487915,r2plus1d_18,diving48
ovWCmIMMkRI_00034,1,92,9,16,10,span10,False,0.5316333174705505,r2plus1d_18,diving48
yHo2oERGo7A_00057,1,102,10,16,10,span10,False,0.3197031021118164,r2plus1d_18,diving48
SbzcCzXjYSU_00056,1,109,11,16,10,span10,False,0.43662768602371216,r2plus1d_18,diving48
jMEYIEYkpY0_00103,1,140,14,16,10,span10,False,0.36211925745010376,r2plus1d_18,diving48
ovWCmIMMkRI_00033,1,72,7,16,10,span10,False,0.7514665126800537,r2plus1d_18,diving48
ovWCmIMMkRI_00057,1,102,10,16,10,span10,False,0.7674717903137207,r2plus1d_18,diving48
MbzIpx8kAD0_00065,1,164,16,16,10,span10,False,0.8003507852554321,r2plus1d_18,diving48
cs8g1es4vfM_00033,1,99,10,16,10,span10,False,0.366856187582016,r2plus1d_18,diving48
cs8g1es4vfM_00032,1,155,16,16,10,span10,False,0.5894702076911926,r2plus1d_18,diving48
ovWCmIMMkRI_00056,1,90,9,16,10,span10,False,0.881964921951294,r2plus1d_18,diving48
yHo2oERGo7A_00088,1,114,11,16,10,span10,False,0.8897927403450012,r2plus1d_18,diving48
zmacW6f2Tdk_00058,2,126,13,16,10,span10,False,0.5483689904212952,r2plus1d_18,diving48
rRw7peH60Yw_00032,2,128,13,16,10,span10,False,0.2033662497997284,r2plus1d_18,diving48
zmacW6f2Tdk_00057,2,127,13,16,10,span10,False,0.9613083004951477,r2plus1d_18,diving48
Le6xdQ2OO8w_00215,3,70,7,16,10,span10,True,0.18456877768039703,r2plus1d_18,diving48
Le6xdQ2OO8w_00201,3,133,13,16,10,span10,False,0.7668055891990662,r2plus1d_18,diving48
zmacW6f2Tdk_00039,3,96,10,16,10,span10,False,0.7691389918327332,r2plus1d_18,diving48
Jud-06v5Ghw_00001,3,115,12,16,10,span10,False,0.5017872452735901,r2plus1d_18,diving48
Le6xdQ2OO8w_00249,3,86,9,16,10,span10,False,0.3779505789279938,r2plus1d_18,diving48
Le6xdQ2OO8w_00256,3,60,6,16,10,span10,False,0.457185298204422,r2plus1d_18,diving48
jMEYIEYkpY0_00031,3,117,12,16,10,span10,False,0.3236086070537567,r2plus1d_18,diving48
Le6xdQ2OO8w_00202,3,105,10,16,10,span10,False,0.7219357490539551,r2plus1d_18,diving48
CVAfPfVFulQ_00079,3,41,4,16,10,span10,False,0.2047777622938156,r2plus1d_18,diving48
CVAfPfVFulQ_00084,3,71,7,16,10,span10,False,0.24908480048179626,r2plus1d_18,diving48
yHo2oERGo7A_00006,3,61,6,16,10,span10,False,0.45248258113861084,r2plus1d_18,diving48
SbzcCzXjYSU_00020,3,62,6,16,10,span10,False,0.5165155529975891,r2plus1d_18,diving48
jMEYIEYkpY0_00030,3,113,11,16,10,span10,False,0.2373434156179428,r2plus1d_18,diving48
Le6xdQ2OO8w_00172,3,105,10,16,10,span10,False,0.720116138458252,r2plus1d_18,diving48
Le6xdQ2OO8w_00228,3,76,8,16,10,span10,False,0.2890985310077667,r2plus1d_18,diving48
roFeEJPgJD8_00038,3,79,8,16,10,span10,False,0.5515645742416382,r2plus1d_18,diving48
jMEYIEYkpY0_00029,3,189,16,16,10,span10,True,0.8976311087608337,r2plus1d_18,diving48
Le6xdQ2OO8w_00226,3,98,10,16,10,span10,False,0.21354389190673828,r2plus1d_18,diving48
zmacW6f2Tdk_00040,3,131,13,16,10,span10,False,0.9760564565658569,r2plus1d_18,diving48
Le6xdQ2OO8w_00229,3,109,11,16,10,span10,False,0.7272539138793945,r2plus1d_18,diving48
CVAfPfVFulQ_00080,4,65,6,16,10,span10,False,0.47568559646606445,r2plus1d_18,diving48
Le6xdQ2OO8w_00234,4,203,16,16,10,span10,False,0.9282174110412598,r2plus1d_18,diving48
Le6xdQ2OO8w_00194,4,122,12,16,10,span10,True,0.6993838548660278,r2plus1d_18,diving48
CVAfPfVFulQ_00063,4,124,12,16,10,span10,False,0.9362629652023315,r2plus1d_18,diving48
bSsVWVfYU4w_00126,4,152,15,16,10,span10,False,0.35037147998809814,r2plus1d_18,diving48
MbzIpx8kAD0_00057,4,137,14,16,10,span10,False,0.419092059135437,r2plus1d_18,diving48
Le6xdQ2OO8w_00235,4,183,16,16,10,span10,False,0.9084435105323792,r2plus1d_18,diving48
Le6xdQ2OO8w_00248,4,101,10,16,10,span10,False,0.60688716173172,r2plus1d_18,diving48
Le6xdQ2OO8w_00214,4,75,8,16,10,span10,False,0.2928587794303894,r2plus1d_18,diving48
Le6xdQ2OO8w_00179,4,65,6,16,10,span10,False,0.5132858753204346,r2plus1d_18,diving48
L2tKML4URG8_00012,4,53,5,16,10,span10,False,0.35504433512687683,r2plus1d_18,diving48
MbzIpx8kAD0_00059,4,71,7,16,10,span10,False,0.4528704583644867,r2plus1d_18,diving48
L2tKML4URG8_00013,4,101,10,16,10,span10,False,0.17495064437389374,r2plus1d_18,diving48
Le6xdQ2OO8w_00180,4,73,7,16,10,span10,False,0.6124876737594604,r2plus1d_18,diving48
bSsVWVfYU4w_00127,4,106,11,16,10,span10,False,0.7098968029022217,r2plus1d_18,diving48
Le6xdQ2OO8w_00193,4,105,10,16,10,span10,False,0.9953161478042603,r2plus1d_18,diving48
bSsVWVfYU4w_00162,4,187,16,16,10,span10,False,0.18970656394958496,r2plus1d_18,diving48
bSsVWVfYU4w_00163,4,135,14,16,10,span10,False,0.7100623250007629,r2plus1d_18,diving48
Le6xdQ2OO8w_00253,4,57,6,16,10,span10,False,0.2322816401720047,r2plus1d_18,diving48
mGRum47TLX0_00047,4,74,7,16,10,span10,False,0.4430697560310364,r2plus1d_18,diving48
roFeEJPgJD8_00016,5,128,13,16,10,span10,False,0.349234014749527,r2plus1d_18,diving48
zBXtMcI41z8_00026,5,59,6,16,10,span10,False,0.9566611647605896,r2plus1d_18,diving48
sFO6XlfgxNQ_00119,5,87,9,16,10,span10,False,0.8956148624420166,r2plus1d_18,diving48
sFO6XlfgxNQ_00103,5,79,8,16,10,span10,False,0.6658589839935303,r2plus1d_18,diving48
zBXtMcI41z8_00073,5,103,10,16,10,span10,False,0.2724026143550873,r2plus1d_18,diving48
sFO6XlfgxNQ_00061,5,183,16,16,10,span10,False,0.3947974741458893,r2plus1d_18,diving48
sFO6XlfgxNQ_00109,5,60,6,16,10,span10,False,0.44186916947364807,r2plus1d_18,diving48
sFO6XlfgxNQ_00117,5,120,12,16,10,span10,False,0.35719600319862366,r2plus1d_18,diving48
zBXtMcI41z8_00074,5,81,8,16,10,span10,False,0.3624708652496338,r2plus1d_18,diving48
sFO6XlfgxNQ_00116,5,206,16,16,10,span10,False,0.9326680898666382,r2plus1d_18,diving48
sFO6XlfgxNQ_00120,5,116,12,16,10,span10,False,0.40683111548423767,r2plus1d_18,diving48
zBXtMcI41z8_00110,5,72,7,16,10,span10,False,0.8606101274490356,r2plus1d_18,diving48
sFO6XlfgxNQ_00056,5,159,16,16,10,span10,False,0.2977428734302521,r2plus1d_18,diving48
jMEYIEYkpY0_00092,5,131,13,16,10,span10,False,0.7884315848350525,r2plus1d_18,diving48
zBXtMcI41z8_00028,5,59,6,16,10,span10,False,0.8718906044960022,r2plus1d_18,diving48
jMEYIEYkpY0_00090,5,96,10,16,10,span10,False,0.5413538217544556,r2plus1d_18,diving48
sFO6XlfgxNQ_00104,5,186,16,16,10,span10,False,0.9690961837768555,r2plus1d_18,diving48
sFO6XlfgxNQ_00111,5,197,16,16,10,span10,False,0.3670879602432251,r2plus1d_18,diving48
zBXtMcI41z8_00109,5,95,10,16,10,span10,False,0.696727454662323,r2plus1d_18,diving48
zBXtMcI41z8_00027,5,73,7,16,10,span10,False,0.6326210498809814,r2plus1d_18,diving48
zBXtMcI41z8_00072,6,105,10,16,10,span10,False,0.727335512638092,r2plus1d_18,diving48
zBXtMcI41z8_00067,6,59,6,16,10,span10,False,0.8484305739402771,r2plus1d_18,diving48
qD3IMtAanSg_00067,6,57,6,16,10,span10,False,0.8588072061538696,r2plus1d_18,diving48
qD3IMtAanSg_00069,6,102,10,16,10,span10,False,0.23061275482177734,r2plus1d_18,diving48
qD3IMtAanSg_00130,6,70,7,16,10,span10,False,0.9605811238288879,r2plus1d_18,diving48
qD3IMtAanSg_00021,6,68,7,16,10,span10,False,0.327951043844223,r2plus1d_18,diving48
qD3IMtAanSg_00060,6,220,16,16,10,span10,False,0.14651116728782654,r2plus1d_18,diving48
qD3IMtAanSg_00092,6,154,15,16,10,span10,False,0.40379199385643005,r2plus1d_18,diving48
