coverage,stride,top1,n,model,dataset
10,1,0.011770031688546853,4418,mc3_18,autsl
10,2,0.009280217292892712,4418,mc3_18,autsl
10,4,0.007695789950203712,4418,mc3_18,autsl
10,8,0.0061113626075147125,4418,mc3_18,autsl
10,16,0.0061113626075147125,4418,mc3_18,autsl
25,1,0.048211860570393845,4418,mc3_18,autsl
25,2,0.042779538252602986,4418,mc3_18,autsl
25,4,0.029877772747849706,4418,mc3_18,autsl
25,8,0.015844273426889995,4418,mc3_18,autsl
25,16,0.011090991398822997,4418,mc3_18,autsl
50,1,0.28587596197374376,4418,mc3_18,autsl
50,2,0.2904028972385695,4418,mc3_18,autsl
50,4,0.21819827976459938,4418,mc3_18,autsl
50,8,0.11928474422815753,4418,mc3_18,autsl
50,16,0.06111362607514713,4418,mc3_18,autsl
75,1,0.49569941149841557,4418,mc3_18,autsl
75,2,0.4864191942055229,4418,mc3_18,autsl
75,4,0.4506564056133997,4418,mc3_18,autsl
75,8,0.2270258035310095,4418,mc3_18,autsl
75,16,0.10525124490719782,4418,mc3_18,autsl
100,1,0.5273879583521955,4418,mc3_18,autsl
100,2,0.5296514259846085,4418,mc3_18,autsl
100,4,0.5045269352648257,4418,mc3_18,autsl
100,8,0.2947034857401539,4418,mc3_18,autsl
100,16,0.07062019013128112,4418,mc3_18,autsl
