coverage,stride,top1,n,model,dataset
10,1,0.13137254901960785,1020,r2plus1d_18,epic_kitchens
10,2,0.14607843137254903,1020,r2plus1d_18,epic_kitchens
10,4,0.14019607843137255,1020,r2plus1d_18,epic_kitchens
10,8,0.12745098039215685,1020,r2plus1d_18,epic_kitchens
10,16,0.11078431372549019,1020,r2plus1d_18,epic_kitchens
25,1,0.21372549019607842,1020,r2plus1d_18,epic_kitchens
25,2,0.22254901960784312,1020,r2plus1d_18,epic_kitchens
25,4,0.22058823529411764,1020,r2plus1d_18,epic_kitchens
25,8,0.17745098039215687,1020,r2plus1d_18,epic_kitchens
25,16,0.1411764705882353,1020,r2plus1d_18,epic_kitchens
50,1,0.2872549019607843,1020,r2plus1d_18,epic_kitchens
50,2,0.2803921568627451,1020,r2plus1d_18,epic_kitchens
50,4,0.2696078431372549,1020,r2plus1d_18,epic_kitchens
50,8,0.25,1020,r2plus1d_18,epic_kitchens
50,16,0.1980392156862745,1020,r2plus1d_18,epic_kitchens
75,1,0.32745098039215687,1020,r2plus1d_18,epic_kitchens
75,2,0.3264705882352941,1020,r2plus1d_18,epic_kitchens
75,4,0.307843137254902,1020,r2plus1d_18,epic_kitchens
75,8,0.2725490196078431,1020,r2plus1d_18,epic_kitchens
75,16,0.22254901960784312,1020,r2plus1d_18,epic_kitchens
100,1,0.35490196078431374,1020,r2plus1d_18,epic_kitchens
100,2,0.34705882352941175,1020,r2plus1d_18,epic_kitchens
100,4,0.3392156862745098,1020,r2plus1d_18,epic_kitchens
100,8,0.2872549019607843,1020,r2plus1d_18,epic_kitchens
100,16,0.23823529411764705,1020,r2plus1d_18,epic_kitchens
