coverage,stride,top1,n,model,dataset
10,1,0.004300588501584427,4418,videomae,autsl
10,2,0.004300588501584427,4418,videomae,autsl
10,4,0.004300588501584427,4418,videomae,autsl
10,8,0.003847894975101856,4418,videomae,autsl
10,16,0.003847894975101856,4418,videomae,autsl
25,1,0.0047532820280669985,4418,videomae,autsl
25,2,0.005658669081032141,4418,videomae,autsl
25,4,0.005885015844273427,4418,videomae,autsl
25,8,0.0047532820280669985,4418,videomae,autsl
25,16,0.00520597555454957,4418,videomae,autsl
50,1,0.0074694431869624265,4418,videomae,autsl
50,2,0.007922136713444997,4418,videomae,autsl
50,4,0.004979628791308284,4418,videomae,autsl
50,8,0.00520597555454957,4418,videomae,autsl
50,16,0.005885015844273427,4418,videomae,autsl
75,1,0.008148483476686284,4418,videomae,autsl
75,2,0.007695789950203712,4418,videomae,autsl
75,4,0.004300588501584427,4418,videomae,autsl
75,8,0.006564056133997284,4418,videomae,autsl
75,16,0.006564056133997284,4418,videomae,autsl
100,1,0.008374830239927569,4418,videomae,autsl
100,2,0.006564056133997284,4418,videomae,autsl
100,4,0.0061113626075147125,4418,videomae,autsl
100,8,0.00520597555454957,4418,videomae,autsl
100,16,0.004074241738343142,4418,videomae,autsl
