coverage,stride,top1,n,model,dataset
10,1,0.1075,1600,timesformer,finegym
10,2,0.103125,1600,timesformer,finegym
10,4,0.089375,1600,timesformer,finegym
10,8,0.079375,1600,timesformer,finegym
10,16,0.0775,1600,timesformer,finegym
25,1,0.245625,1600,timesformer,finegym
25,2,0.213125,1600,timesformer,finegym
25,4,0.176875,1600,timesformer,finegym
25,8,0.123125,1600,timesformer,finegym
25,16,0.089375,1600,timesformer,finegym
50,1,0.54,1600,timesformer,finegym
50,2,0.505,1600,timesformer,finegym
50,4,0.433125,1600,timesformer,finegym
50,8,0.3,1600,timesformer,finegym
50,16,0.15875,1600,timesformer,finegym
75,1,0.619375,1600,timesformer,finegym
75,2,0.620625,1600,timesformer,finegym
75,4,0.600625,1600,timesformer,finegym
75,8,0.46875,1600,timesformer,finegym
75,16,0.243125,1600,timesformer,finegym
100,1,0.660625,1600,timesformer,finegym
100,2,0.6425,1600,timesformer,finegym
100,4,0.635625,1600,timesformer,finegym
100,8,0.53875,1600,timesformer,finegym
100,16,0.296875,1600,timesformer,finegym
