video_id,label_id,source_frames,distinct_frames,model_input_frames,span_pct,config,correct_top1,confidence,model,dataset
P26_107_7,0,154,15,16,10,span10,False,0.7018396258354187,videomae,epic_kitchens
P03_101_188,0,942,16,16,10,span10,False,0.23362071812152863,videomae,epic_kitchens
P04_113_291,0,27,3,16,10,span10,False,0.46493998169898987,videomae,epic_kitchens
P01_105_229,0,31,3,16,10,span10,False,0.4656867980957031,videomae,epic_kitchens
P22_103_180,0,64,6,16,10,span10,True,0.512516975402832,videomae,epic_kitchens
P26_108_5,0,231,16,16,10,span10,False,0.9056380391120911,videomae,epic_kitchens
P35_108_238,0,51,5,16,10,span10,False,0.9842174053192139,videomae,epic_kitchens
P03_101_33,0,55,6,16,10,span10,False,0.6662787199020386,videomae,epic_kitchens
P35_104_290,0,51,5,16,10,span10,True,0.5803413391113281,videomae,epic_kitchens
P30_111_263,0,30,3,16,10,span10,True,0.741486668586731,videomae,epic_kitchens
P12_105_39,0,133,13,16,10,span10,True,0.8535022139549255,videomae,epic_kitchens
P30_107_239,0,39,4,16,10,span10,True,0.6332058906555176,videomae,epic_kitchens
P35_107_238,0,63,6,16,10,span10,True,0.9190592765808105,videomae,epic_kitchens
P27_101_37,0,58,6,16,10,span10,True,0.8252798318862915,videomae,epic_kitchens
P22_109_45,0,45,4,16,10,span10,True,0.9847266674041748,videomae,epic_kitchens
P30_113_111,0,56,6,16,10,span10,True,0.4916660189628601,videomae,epic_kitchens
P35_104_576,0,62,6,16,10,span10,False,0.21167758107185364,videomae,epic_kitchens
P37_101_328,0,55,6,16,10,span10,True,0.9227630496025085,videomae,epic_kitchens
P12_104_0,0,87,9,16,10,span10,False,0.26756229996681213,videomae,epic_kitchens
P01_109_124,0,33,3,16,10,span10,False,0.9903334975242615,videomae,epic_kitchens
P03_107_18,1,110,11,16,10,span10,True,0.7890310883522034,videomae,epic_kitchens
P02_121_55,1,71,7,16,10,span10,False,0.445200651884079,videomae,epic_kitchens
P04_107_120,1,76,8,16,10,span10,False,0.9891748428344727,videomae,epic_kitchens
P04_121_105,1,104,10,16,10,span10,False,0.19237887859344482,videomae,epic_kitchens
P22_109_693,1,109,11,16,10,span10,False,0.8331717252731323,videomae,epic_kitchens
P28_104_96,1,71,7,16,10,span10,True,0.7570093274116516,videomae,epic_kitchens
P26_117_49,1,56,6,16,10,span10,True,0.9814186096191406,videomae,epic_kitchens
P25_107_493,1,54,5,16,10,span10,True,0.6818650364875793,videomae,epic_kitchens
P01_105_699,1,30,3,16,10,span10,False,0.6854263544082642,videomae,epic_kitchens
P04_119_175,1,47,5,16,10,span10,False,0.2436613142490387,videomae,epic_kitchens
P09_104_41,1,153,15,16,10,span10,True,0.9815665483474731,videomae,epic_kitchens
P03_101_15,1,252,16,16,10,span10,False,0.5909045934677124,videomae,epic_kitchens
P35_109_281,1,150,15,16,10,span10,False,0.8066664934158325,videomae,epic_kitchens
P22_106_17,1,70,7,16,10,span10,True,0.5409704446792603,videomae,epic_kitchens
P25_107_191,1,93,9,16,10,span10,False,0.9797189235687256,videomae,epic_kitchens
P25_106_83,1,43,4,16,10,span10,False,0.877903163433075,videomae,epic_kitchens
P04_109_336,1,77,8,16,10,span10,False,0.9182028770446777,videomae,epic_kitchens
P22_117_314,1,29,3,16,10,span10,False,0.6469991207122803,videomae,epic_kitchens
P11_103_19,1,37,4,16,10,span10,True,0.46272969245910645,videomae,epic_kitchens
P03_120_171,1,54,5,16,10,span10,True,0.9327703714370728,videomae,epic_kitchens
P12_101_476,2,63,6,16,10,span10,True,0.9659572243690491,videomae,epic_kitchens
P01_102_66,2,287,16,16,10,span10,False,0.9888718724250793,videomae,epic_kitchens
P03_109_221,2,29,3,16,10,span10,True,0.7499217391014099,videomae,epic_kitchens
P03_121_13,2,163,16,16,10,span10,False,0.9628868699073792,videomae,epic_kitchens
P22_116_128,2,364,16,16,10,span10,True,0.9954866766929626,videomae,epic_kitchens
P25_107_183,2,201,16,16,10,span10,False,0.9324945211410522,videomae,epic_kitchens
P22_116_184,2,112,11,16,10,span10,False,0.9501218795776367,videomae,epic_kitchens
P25_106_32,2,70,7,16,10,span10,True,0.9944215416908264,videomae,epic_kitchens
P07_107_12,2,136,14,16,10,span10,False,0.24736015498638153,videomae,epic_kitchens
P25_104_41,2,240,16,16,10,span10,False,0.18329045176506042,videomae,epic_kitchens
