coverage,stride,top1,n
10,1,0.4983050847457627,885
10,2,0.4666666666666667,885
10,4,0.431638418079096,885
10,8,0.3830508474576271,885
10,16,0.3548022598870056,885
25,1,0.6135593220338983,885
25,2,0.5932203389830508,885
25,4,0.5468926553672316,885
25,8,0.4949152542372881,885
25,16,0.4361581920903954,885
50,1,0.6949152542372882,885
50,2,0.6892655367231638,885
50,4,0.6542372881355932,885
50,8,0.5751412429378531,885
50,16,0.5050847457627119,885
75,1,0.752542372881356,885
75,2,0.752542372881356,885
75,4,0.7197740112994351,885
75,8,0.6429378531073446,885
75,16,0.5491525423728814,885
100,1,0.7774011299435029,885
100,2,0.7649717514124293,885
100,4,0.7389830508474576,885
100,8,0.6836158192090396,885
100,16,0.576271186440678,885
