coverage,stride,top1,n
10,1,0.7311881188118812,2020
10,2,0.7207920792079208,2020
10,4,0.6772277227722773,2020
10,8,0.596039603960396,2020
10,16,0.5014851485148515,2020
25,1,0.8133663366336633,2020
25,2,0.807920792079208,2020
25,4,0.7960396039603961,2020
25,8,0.7292079207920792,2020
25,16,0.6430693069306931,2020
50,1,0.8678217821782178,2020
50,2,0.8688118811881188,2020
50,4,0.8633663366336634,2020
50,8,0.8311881188118811,2020
50,16,0.749009900990099,2020
75,1,0.8886138613861386,2020
75,2,0.8905940594059406,2020
75,4,0.8905940594059406,2020
75,8,0.8732673267326733,2020
75,16,0.8212871287128712,2020
100,1,0.8985148514851485,2020
100,2,0.898019801980198,2020
100,4,0.8915841584158416,2020
100,8,0.8905940594059406,2020
100,16,0.850990099009901,2020
