coverage,stride,top1,n
10,1,0.4732142857142857,448
10,2,0.4553571428571428,448
10,4,0.4486607142857143,448
10,8,0.4375,448
10,16,0.4375,448
25,1,0.5446428571428571,448
25,2,0.5245535714285714,448
25,4,0.4866071428571428,448
25,8,0.4732142857142857,448
25,16,0.4375,448
50,1,0.6160714285714286,448
50,2,0.6160714285714286,448
50,4,0.578125,448
50,8,0.5133928571428571,448
50,16,0.4977678571428571,448
75,1,0.6428571428571429,448
75,2,0.6450892857142857,448
75,4,0.6160714285714286,448
75,8,0.5513392857142857,448
75,16,0.515625,448
100,1,0.6785714285714286,448
100,2,0.6629464285714286,448
100,4,0.6428571428571429,448
100,8,0.578125,448
100,16,0.5133928571428571,448
