coverage,stride,top1,n
10,1,0.0101856043458578,4418
10,2,0.0097329108193752,4418
10,4,0.0088275237664101,4418
10,8,0.0074694431869624,4418
10,16,0.0074694431869624,4418
25,1,0.0432322317790855,4418
25,2,0.0396106835672249,4418
25,4,0.0454956994114984,4418
25,8,0.0312358533272974,4418
25,16,0.0217292892711634,4418
50,1,0.1774558623811679,4418
50,2,0.1668175645088275,4418
50,4,0.1733816206428248,4418
50,8,0.1636487098234495,4418
50,16,0.1020823902218198,4418
75,1,0.2858759619737437,4418
75,2,0.2772747849705749,4418
75,4,0.2747849705749208,4418
75,8,0.2736532367587143,4418
75,16,0.1908103214124038,4418
100,1,0.3057944771389769,4418
100,2,0.2980986871887732,4418
100,4,0.2962879130828429,4418
100,8,0.295608872793119,4418
100,16,0.2095971027614305,4418
